stratum	fuzzy	mpn	size	n_mismatch	signature	opc_jaccard	LSobj_imm	LSr1_imm	unit	symbol
40-70	69.157	69.157	332	32	CODEGEN_ORDERING	1.0	0	0	default/OverdriveMeter	?SyncObjects@OverdriveMeter@@UAAXXZ
40-70	69.037	69.963	216	27	SOURCE_INSDEL	0.9815	0	0	default/Part	?SetMesh@RndParticleSys@@QAAXPAVRndMesh@@@Z
40-70	69.018	70.772	228	30	SOURCE_INSDEL	0.8485	1	0	default/JoypadController	?ReconcileFretState@JoypadController@@QAAXXZ
40-70	68.968	70.500	248	37	SOURCE_CALLCOUNT	0.7671	0	3	default/Loader	?PollUntilLoaded@LoadMgr@@QAAXPAVLoader@@0@Z
40-70	68.934	70.379	1024	164	SOURCE_CALLCOUNT	0.8707	15	1	default/RockCentral	?OnMsg@RockCentral@@QAA?AVDataNode@@ABVServerStatusChangedMsg@@@Z
40-70	68.927	69.865	384	51	SOURCE_INSDEL	0.75	3	8	default/TrackDir	?SetupKeyShifting@TrackDir@@QAAXPAVRndDir@@@Z
40-70	68.884	69.842	584	75	CODEGEN_ORDERING	1.0	0	1	default/RockCentral	?GetSongFullOffer@RockCentral@@QAAXHAAVDataResultList@@PAVObject@Hmx@@@Z
40-70	68.783	73.783	332	73	SOURCE_INSDEL	0.8636	8	0	default/BoxMap	?ApplyLight@BoxMapLighting@@ABAXABV?$BoxLightArray@ULightParams_Point@BoxMapLighting@@$0DC@@@ABVVector3@@@Z
40-70	68.718	69.103	156	14	SOURCE_INSDEL	0.9	0	0	default/MemTracker	??$__unguarded_linear_insert@PAUMemDiffEntry@@U1@U?$less@UMemDiffEntry@@@stlpmtx_std@@@stlpmtx_std@@YAXPAUMemDiffEntry@@U1@U?$less@UMemDiffEntry@@@0@@Z
40-70	68.679	70.284	872	151	SOURCE_CALLCOUNT	0.7838	18	7	default/UIList	?PostLoad@UIList@@UAAXAAVBinStream@@@Z
40-70	68.578	70.330	1176	181	SOURCE_INSDEL	0.8328	30	0	default/system/rndobj/Utl	?TessellateMesh@@YAXPAVRndMesh@@@Z
40-70	68.538	69.115	208	24	SOURCE_INSDEL	0.7692	0	2	default/Font3d	??A?$map@GPAUCharInfo@RndFont3d@@U?$less@G@stlpmtx_std@@V?$StlNodeAlloc@U?$pair@$$CBGPAUCharInfo@RndFont3d@@@stlpmtx_std@@@4@@stlpmtx_std@@QAAAAPAUCharInfo@RndFont3d@@ABG@Z
40-70	68.476	70.259	740	122	SOURCE_INSDEL	0.8867	16	17	default/DOFProc_NG	?SetVHBlurWeights@@YAX_NHH@Z
40-70	68.404	70.856	1672	281	SOURCE_INSDEL	0.8307	52	0	default/AmbientOcclusion	?SmoothResults@RndAmbientOcclusion@@IBAXPAVRndMesh@@@Z
40-70	68.368	68.368	76	7	SOURCE_INSDEL	0.76	0	0	default/UI	?NewObject@UIPanel@@SAPAVObject@Hmx@@XZ
40-70	68.294	69.981	1292	188	SOURCE_CALLCOUNT	0.7377	0	1	default/MusicLibrary	?Text@MusicLibrary@@UBAXHHPAVUIListLabel@@PAVUILabel@@@Z
40-70	68.283	68.992	508	79	SOURCE_CALLCOUNT	0.6962	14	1	default/TrackWatcherImpl	?Load@RndParticleSysAnim@@UAAXAAVBinStream@@@Z
40-70	68.218	68.923	312	36	SOURCE_CALLCOUNT	0.8571	2	1	default/HDCache	?WriteDone@HDCache@@QAA_NXZ
40-70	68.011	69.079	712	91	SOURCE_CALLCOUNT	0.691	3	1	default/MicInputArrow	?Handle@MicInputArrow@@UAA?AVDataNode@@PAVDataArray@@_N@Z
40-70	67.989	68.147	380	39	SOURCE_INSDEL	0.7423	1	2	default/GemTrackDir	?SetPitch@GemTrackDir@@QAAXM@Z
40-70	67.708	68.229	192	26	SOURCE_CALLCOUNT	0.8077	3	1	default/PracticePanel	?Exit@PracticePanel@@UAAXXZ
40-70	67.630	68.309	324	35	SOURCE_CALLCOUNT	0.8764	1	0	default/AsyncFile_Win	?_OpenAsync@AsyncFileWin@@MAAXXZ
40-70	67.500	67.500	64	6	SOURCE_CALLCOUNT	0.6842	0	0	default/SampleData	??0SampleMarker@@QAA@XZ
40-70	67.365	68.445	1240	159	SOURCE_CALLCOUNT	0.8338	1	0	default/system/bandobj/BandTrack	?DisablePlayer@BandTrack@@UAAXH@Z
40-70	67.333	69.542	480	98	SOURCE_CALLCOUNT	0.6026	0	1	default/ProfileMgr	?LoadGlobalOptions@ProfileMgr@@QAAXAAVFixedSizeSaveableStream@@@Z
40-70	67.114	68.023	176	25	SOURCE_CALLCOUNT	0.6441	0	1	default/system/ui/UIProxy	?PostLoad@UIProxy@@UAAXAAVBinStream@@@Z
40-70	66.972	69.977	872	175	SOURCE_CALLCOUNT	0.8607	2	1	default/StandardStream	?InitInfo@StandardStream@@QAAXHH_NH@Z
40-70	66.876	69.964	1684	331	SOURCE_CALLCOUNT	0.9022	34	3	default/CharEyes	?NextLook@CharEyes@@IAAXXZ
40-70	66.825	66.922	412	42	SOURCE_CALLCOUNT	0.763	0	0	default/Rnd_Xbox	?PreInit@DxRnd@@QAAXPAUHWND__@@@Z
40-70	66.818	67.273	44	5	SOURCE_INSDEL	0.75	0	0	default/band3/game/Player	?InRollback@Player@@QBA_NXZ
40-70	66.728	71.043	1692	371	SOURCE_INSDEL	0.9024	35	34	default/Spotlight	?BuildNGCone@Spotlight@@IAAXAAUBeamDef@1@H@Z
40-70	66.699	68.069	292	43	SOURCE_CALLCOUNT	0.7826	7	1	default/CustomizePanel	??0CustomizePanel@@QAA@XZ
40-70	66.667	66.667	12	1	SOURCE_INSDEL	0.75	0	0	default/TrackPanelDirBase	?SetName@ObjectDir@@$4PPPPPPPM@CBE@AAXPBDPAV1@@Z
40-70	66.667	66.667	12	1	SOURCE_INSDEL	0.75	0	0	default/BandCharacter	??_EBandCharDescTest@@$4PPPPPPPM@CDI@AAPAXI@Z
40-70	66.667	66.667	12	1	SOURCE_INSDEL	0.75	0	0	default/Gen	?Replace@RndTransformable@@$4PPPPPPPM@IM@AAXPAVObjRef@@PAVObject@Hmx@@@Z
40-70	66.667	66.667	12	1	SOURCE_INSDEL	0.75	0	0	default/LightHue	?Print@RndTransformable@@$4PPPPPPPM@IM@AAXXZ
40-70	66.667	66.667	12	1	SOURCE_INSDEL	0.75	0	0	default/LightHue	?Replace@RndTransformable@@$4PPPPPPPM@IM@AAXPAVObjRef@@PAVObject@Hmx@@@Z
40-70	66.667	66.667	12	1	SOURCE_INSDEL	0.75	0	0	default/Waypoint	?ClassName@RndTransformable@@$4PPPPPPPM@M@BA?AVSymbol@@XZ
40-70	66.667	66.667	12	1	SOURCE_INSDEL	0.75	0	0	default/CharServoBone	??_ECharServoBone@@$4PPPPPPPM@KM@AAPAXI@Z
40-70	66.605	67.419	172	21	SOURCE_CALLCOUNT	0.9556	1	0	default/MeshAnim	??1RndMultiMesh@@UAA@XZ
40-70	66.490	68.843	204	39	SOURCE_INSDEL	0.9608	4	3	default/Rnd_Xbox	?SavePreBuffer@DxRnd@@AAAXXZ
40-70	66.410	67.838	420	66	SOURCE_INSDEL	0.7265	0	1	default/MapFile_Xbox	?GetFunction@XboxMapFile@@QAAPBDI_N@Z
40-70	66.342	67.789	152	23	SOURCE_CALLCOUNT	0.8444	0	1	default/BandSongMgr	?AddSongData@BandSongMgr@@UAAXPAVDataArray@@PAVDataLoader@@W4ContentLocT@@@Z
40-70	66.320	68.360	1324	229	SOURCE_INSDEL	0.803	8	39	default/SpotlightDrawer_NG	?RenderConeDefs@NgSpotlightDrawer@@IAAXPAVSpotlight@@ABVColor@Hmx@@@Z
40-70	66.277	66.862	376	51	SOURCE_CALLCOUNT	0.8174	8	1	default/network/net/NetSession	?RemoveLocalUser@NetSession@@QAAXPAVLocalUser@@@Z
40-70	66.230	68.776	660	112	SOURCE_INSDEL	0.8242	0	4	default/SoftParticleBuffer	?BlurSurface@RndSoftParticleBuffer@@AAAXXZ
40-70	65.987	66.247	616	71	SOURCE_INSDEL	0.7136	1	1	default/TourDescPanel	?Mat@TourDescProvider@@UBAPAVRndMat@@HHPAVUIListMesh@@@Z
40-70	65.867	66.533	120	16	FOREIGN_FPCLASS	0.7647	0	3	default/VocalTrack	?OnPhraseComplete@VocalTrack@@QAAXMMH@Z
40-70	65.789	66.316	76	10	SOURCE_CALLCOUNT	0.52	0	0	default/MusicLibrary	??_GSetUserDifficultyMsg@@UAAPAXI@Z
40-70	65.789	66.316	76	10	SOURCE_CALLCOUNT	0.52	0	0	default/band3/game/Game	??_GPlayerStatsMsg@@UAAPAXI@Z
40-70	65.748	68.060	1064	195	SOURCE_CALLCOUNT	0.7609	6	4	default/Tail	?UpdateVerts@Tail@@QAAXM_N@Z
40-70	65.583	66.104	192	21	SOURCE_INSDEL	0.8727	2	0	default/band3/meta_band/TokenRedemptionPanel	?Unload@TokenRedemptionPanel@@UAAXXZ
40-70	65.241	66.793	116	17	SOURCE_INSDEL	0.8056	3	0	default/VocalPart	?IsEmptyPhrase@VocalPart@@QBA_NABQBVVocalPhrase@@@Z
40-70	65.211	65.605	152	20	SOURCE_CALLCOUNT	0.6889	0	1	default/GemTrackDir	?SetPlayerLocal@GemTrackDir@@UAAXM@Z
40-70	65.144	66.761	1224	181	SOURCE_CALLCOUNT	0.8421	20	6	default/Trans	?ApplyDynamicConstraint@RndTransformable@@AAAXXZ
40-70	65.089	66.700	360	55	SOURCE_INSDEL	0.8252	0	0	default/UIList	?Copy@UIList@@UAAXPBVObject@Hmx@@W4CopyType@23@@Z
40-70	65.000	66.667	24	3	SOURCE_INSDEL	0.7143	0	0	default/RockCentral	??1DeleteUserCompleteMsg@@UAA@XZ
40-70	65.000	65.333	60	7	SOURCE_CALLCOUNT	0.5789	0	0	default/Console	??6@YAAAVTextStream@@AAV0@ABUInstance@RndMultiMesh@@@Z
40-70	64.865	64.865	148	13	SOURCE_INSDEL	0.74	0	0	default/CameraManager	?StartShot_@CameraManager@@AAAXPAVCamShot@@@Z
40-70	64.683	65.415	328	42	SOURCE_INSDEL	0.9186	1	0	default/XLSPConnection	?SetState@XLSPConnection@@AAAXW4State@1@@Z
40-70	64.608	65.974	776	124	SOURCE_CALLCOUNT	0.8309	17	0	default/CharIKFingers	??0CharIKFingers@@IAA@XZ
40-70	64.600	66.400	100	16	SOURCE_CALLCOUNT	0.5625	0	0	default/CharBoneDir	?insert@?$list@PAVRndTransformable@@V?$StlNodeAlloc@PAVRndTransformable@@@stlpmtx_std@@@stlpmtx_std@@QAA?AU?$_List_iterator@PAVRndTransformable@@U?$_Nonconst_traits@PAVRndTransformable@@@stlpmtx_std@@@2@U32@ABQAVRndTransformable@@@Z
40-70	64.414	67.293	764	146	SOURCE_CALLCOUNT	0.8636	3	30	default/Lit	?Projection@RndLight@@QAA?AVTransform@@XZ
40-70	64.347	65.806	288	48	SOURCE_INSDEL	0.8519	0	0	default/band3/meta_band/SessionMgr	?AreInvitesAllowed@SessionMgr@@UBA_NXZ
40-70	64.306	65.835	1020	159	SOURCE_CALLCOUNT	0.8419	4	27	default/PatchDir	?Draw@PatchLayer@@QAAXXZ
40-70	64.271	64.859	340	40	SOURCE_INSDEL	0.8095	1	0	default/Character	?SyncObjects@Character@@UAAXXZ
40-70	63.881	64.595	168	22	SOURCE_CALLCOUNT	0.7547	1	0	default/StorePanel	?Enter@StorePanel@@UAAXXZ
40-70	63.833	65.000	240	33	SOURCE_CALLCOUNT	0.7407	0	0	default/band3/meta_band/PassiveMessenger	??0PassiveMessenger@@QAA@XZ
40-70	63.727	64.727	220	30	SOURCE_CALLCOUNT	0.7077	0	0	default/DataNode	??A?$map@VSymbol@@VDataNode@@U?$less@VSymbol@@@stlpmtx_std@@V?$StlNodeAlloc@U?$pair@$$CBVSymbol@@VDataNode@@@stlpmtx_std@@@4@@stlpmtx_std@@QAAAAVDataNode@@ABVSymbol@@@Z
40-70	63.600	64.000	100	11	SOURCE_CALLCOUNT	0.7812	0	0	default/RockCentral	?OfferType@StoreOffer@@QBA?AVSymbol@@XZ
40-70	63.333	64.500	120	19	SOURCE_INSDEL	0.875	5	0	default/OutfitConfig	??0?$ObjPtr@VRndMat@@@@QAA@ABV0@@Z
40-70	63.294	64.618	272	37	SOURCE_CALLCOUNT	0.7647	1	0	default/Object	??1Object@Hmx@@UAA@XZ
40-70	62.915	64.191	188	30	SOURCE_CALLCOUNT	0.8571	3	0	default/EventTrigger	??0Anim@EventTrigger@@QAA@PAVObject@Hmx@@@Z
40-70	62.773	65.273	176	37	SOURCE_INSDEL	0.5714	1	0	default/PropKeys	?KeyLessEq@?$Keys@VColor@Hmx@@V12@@@QBAHM@Z
40-70	62.764	64.582	220	42	SOURCE_CALLCOUNT	0.6667	0	1	default/EnvAnim	?Load@RndEnvAnim@@UAAXAAVBinStream@@@Z
40-70	62.727	63.182	44	5	SOURCE_INSDEL	0.8333	0	0	default/BandSwatch	?SlotColorOverride@BandSwatch@@UBAPAVUIColor@@HHPAVUIListWidget@@PAV2@@Z
40-70	62.723	63.272	692	88	SOURCE_CALLCOUNT	0.8427	7	0	default/StorePanel	?EnumerateOffers@StorePanel@@MAAX_N@Z
40-70	62.226	64.806	124	27	SOURCE_CALLCOUNT	0.8611	1	1	default/HamCamTransform	??6@YAAAVBinStream@@AAV0@ABUDynamicPropertyEntry@Flow@@@Z
40-70	62.155	63.448	232	39	SOURCE_CALLCOUNT	0.597	0	0	default/MemTrack	?MemTrackReport@@YAXH_N@Z
40-70	62.059	62.353	68	9	FOREIGN_FPCLASS	0.4783	0	0	default/band3/game/Stats	?FindFrameWithLeadIn@@YAMXZ
40-70	62.033	63.344	244	42	SOURCE_CALLCOUNT	0.6667	1	1	default/Spotlight	?Load@ColorPalette@@UAAXAAVBinStream@@@Z
40-70	61.964	62.143	112	12	SOURCE_INSDEL	0.6429	0	0	default/StorePanel	?IsLoaded@StorePanel@@UBA_NXZ
40-70	61.875	62.500	64	7	SOURCE_CALLCOUNT	0.6842	0	0	default/UploadErrorMgr	??0?$pair@$$CBVSymbol@@VSongRecord@@@stlpmtx_std@@QAA@ABU01@@Z
40-70	61.864	65.273	88	20	SOURCE_CALLCOUNT	0.7	1	1	default/SpotlightDrawer	?DrawAdditional@SpotlightDrawer@@MAAXPAVSpotlightEntry@1@ABQAV21@@Z
40-70	61.854	62.062	192	21	SOURCE_CALLCOUNT	0.7843	0	0	default/NetGameMsgs	?Dispatch@TourMostStarsMsg@@UAAXXZ
40-70	61.818	61.818	132	13	SOURCE_CALLCOUNT	0.6364	0	0	default/band3/meta_band/SaveLoadManager	?Start@SaveLoadManager@@IAAXXZ
40-70	61.786	62.143	112	12	SOURCE_CALLCOUNT	0.6923	0	0	default/FileMerger	?Filter@FileMerger@@MAA?AW4Action@MergeFilter@@PAVObject@Hmx@@0PAVObjectDir@@@Z
40-70	61.726	67.774	248	63	SOURCE_INSDEL	0.9032	18	0	default/mtx	?Multiply@@YAXABVTransform@@0AAV1@@Z
40-70	61.590	62.929	2420	488	SOURCE_CALLCOUNT	0.8217	96	0	default/RockCentral	?RecordOptionData@RockCentral@@QAAXXZ
40-70	61.530	63.119	604	99	SOURCE_CALLCOUNT	0.6429	6	1	default/BandDirector	?EnterVenue@BandDirector@@QAAXXZ
40-70	61.500	62.500	120	19	SOURCE_INSDEL	0.8182	5	0	default/Waypoint	??0?$ObjPtr@VSeqInst@@@@QAA@ABV0@@Z
40-70	61.234	61.234	188	21	SOURCE_CALLCOUNT	0.6481	0	1	default/UIPicture	?UpdateTexture@UIPicture@@IAAXABVFilePath@@@Z
40-70	61.222	62.750	144	20	SOURCE_CALLCOUNT	0.5952	1	0	default/UIListArrow	??0UIListArrow@@IAA@XZ
40-70	61.167	65.722	360	83	SOURCE_INSDEL	0.8646	14	0	default/BoxMap	?ApplyLight@BoxMapLighting@@ABAXABV?$BoxLightArray@ULightParams_Spot@BoxMapLighting@@$0DC@@@ABVVector3@@@Z
40-70	61.125	61.542	96	14	SOURCE_CALLCOUNT	0.5714	0	1	default/band3/meta_band/BandStorePanel	?MakeNewOffer@BandStorePanel@@UAAPAVStoreOffer@@PBVStorePackedOfferBase@@_N@Z
40-70	60.633	62.508	480	84	SOURCE_INSDEL	0.7956	6	2	default/system/bandobj/BandHeadShaper	?AddFrame@BandHeadShaper@@QAAXPBDHM@Z
40-70	60.511	61.289	180	28	SOURCE_INSDEL	0.6792	0	1	default/MemHeap	?PrintAlloc@?A0xb5f23974@@YAXAAVTextStream@@PAHHHPBVAllocInfo@@@Z
40-70	60.483	61.862	116	17	SOURCE_INSDEL	0.6765	0	0	default/TexMovie	?Replace@TexMovie@@UAAXPAVObjRef@@PAVObject@Hmx@@@Z
40-70	60.361	61.472	144	24	SOURCE_CALLCOUNT	0.6522	0	1	default/File_Win	?FileQualifiedFilename@@YAXPADHPBD@Z
40-70	60.033	62.200	360	68	SOURCE_CALLCOUNT	0.6222	1	1	default/OutfitConfig	?PropSync@@YA_NAAVMeshAO@OutfitConfig@@AAVDataNode@@PAVDataArray@@HW4PropOp@@@Z
40-70	60.000	60.000	12	2	MIXED	0.2	0	0	default/RockCentral	??0?$reverse_iterator@PAPAVLocalSavedSetlist@@@stlpmtx_std@@QAA@ABV01@@Z
40-70	60.000	60.000	12	2	MIXED	0.2	0	0	default/RockCentral	??0?$reverse_iterator@PAD@stlpmtx_std@@QAA@ABV01@@Z
40-70	60.000	60.000	12	2	MIXED	0.2	0	0	default/Debug	??__EgNotifies@@YAXXZ
40-70	60.000	60.000	12	2	MIXED	0.2	0	0	default/SongInfoCopy	?_M_throw_length_error@?$_String_base@DV?$allocator@D@stlpmtx_std@@@stlpmtx_std@@IBAXXZ
40-70	60.000	61.167	120	20	SOURCE_INSDEL	0.5758	2	1	default/WavMgr	?Get@?$ResMgr@X@@QAAPAXVCRC@Hmx@@@Z
40-70	59.967	63.550	240	58	SOURCE_CALLCOUNT	0.7468	0	1	default/system/rndobj/CubeTex	?PostLoad@RndCubeTex@@UAAXAAVBinStream@@@Z
40-70	59.966	61.492	472	79	CODEGEN_ORDERING	1.0	2	0	default/band3/tour/GigFilter	?Init@GigFilter@@QAAXPBVDataArray@@@Z
40-70	59.935	60.370	184	26	SOURCE_CALLCOUNT	0.5667	1	1	default/ScreenMask	?Load@RndScreenMask@@UAAXAAVBinStream@@@Z
40-70	59.934	61.820	244	44	SOURCE_CALLCOUNT	0.75	5	1	default/CharacterCreatorPanel	??0CharacterCreatorPanel@@QAA@XZ
40-70	59.873	60.443	316	43	SOURCE_CALLCOUNT	0.7033	1	0	default/UI	?Terminate@UIManager@@UAAXXZ
40-70	59.814	61.786	1440	278	SOURCE_CALLCOUNT	0.7475	2	3	default/Character	?PostLoad@Character@@UAAXAAVBinStream@@@Z
40-70	59.700	59.950	80	10	SOURCE_CALLCOUNT	0.7143	1	0	default/band3/game/RGTrainerPanel	?Poll@RGTrainerPanel@@UAAXXZ
40-70	59.603	61.882	272	50	SOURCE_INSDEL	0.8611	1	1	default/DuplicatedObject	?ValidState@DuplicatedObject@Quazal@@QAAP8StateMachine@2@AAP832@AAXABVQEvent@32@@Z0@Z0@Z
40-70	59.526	59.851	616	83	SOURCE_CALLCOUNT	0.6383	0	1	default/StreakMeter	?PreLoad@StreakMeter@@UAAXAAVBinStream@@@Z
40-70	59.433	59.933	120	15	SOURCE_INSDEL	0.6842	1	0	default/CharLipSync	?push_back@?$vector@VBurst@RndParticleSys@@V?$StlNodeAlloc@VBurst@RndParticleSys@@@stlpmtx_std@@@stlpmtx_std@@QAAXABVBurst@RndParticleSys@@@Z
40-70	59.156	59.312	256	30	SOURCE_CALLCOUNT	0.7111	0	4	default/FreestylePanel	?HandleSolo@FreestylePanel@@QAAXXZ
40-70	59.074	60.648	216	41	SOURCE_CALLCOUNT	0.6667	0	1	default/Instance	?PostLoad@WorldInstance@@UAAXAAVBinStream@@@Z
40-70	58.991	60.477	444	67	SOURCE_CALLCOUNT	0.6216	7	0	default/BandSongMgr	?SongAudioData@BandSongMgr@@UBAPAVSongInfo@@H@Z
40-70	58.953	61.163	172	38	SOURCE_INSDEL	0.8431	6	1	default/ArkFile	??0ArkFile@@QAA@PBDH@Z
40-70	58.609	59.913	92	15	SOURCE_CALLCOUNT	0.5862	0	1	default/Rnd_NG	??$MakeString@HH@@YAPBDPBDHH@Z
40-70	58.364	59.273	132	22	SOURCE_CALLCOUNT	0.5714	3	0	default/LabelShrinkWrapper	?SetObjConcrete@?$ObjRefConcrete@VUILabel@@VObjectDir@@@@QAAXPAVUILabel@@@Z
40-70	58.364	59.955	88	16	SOURCE_CALLCOUNT	0.5	0	0	default/CharDriverMidi	??_GCharDriverMidi@@UAAPAXI@Z
40-70	58.105	60.211	228	49	SOURCE_CALLCOUNT	0.6575	0	2	default/LightHue	?Load@WorldReflection@@UAAXAAVBinStream@@@Z
40-70	57.982	61.096	2492	526	SOURCE_CALLCOUNT	0.8264	102	1	default/Part	?InitParticle@RndParticleSys@@IAAXMPAVRndParticle@@PBVTransform@@AAVPartOverride@@@Z
40-70	57.898	58.685	432	62	SOURCE_CALLCOUNT	0.6937	2	0	default/PracticePanel	?Enter@PracticePanel@@UAAXXZ
40-70	57.533	58.533	60	11	SOURCE_CALLCOUNT	0.55	0	1	default/RockCentral	??0RBDataClient@Quazal@@QAA@XZ
40-70	57.286	57.898	196	27	SOURCE_INSDEL	0.8077	2	0	default/CameraShot	?EndAnim@CamShot@@UAAXXZ
40-70	56.868	57.789	152	28	SOURCE_CALLCOUNT	0.5952	0	1	default/CameraShot	??0CamShotCrowd@@QAA@PAVObject@Hmx@@@Z
40-70	56.711	57.711	180	28	SOURCE_CALLCOUNT	0.898	0	1	default/InlineHelp	?Update@InlineHelp@@MAAXXZ
40-70	56.708	59.000	96	21	SOURCE_INSDEL	0.5714	0	1	default/SongCollision	??$__uninitialized_fill_n@PAUSongCollisionOutput@@IU1@@stlpmtx_std@@YAPAUSongCollisionOutput@@PAU1@IABU1@ABU__false_type@0@@Z
40-70	56.667	57.143	84	11	SOURCE_INSDEL	0.7	0	0	default/Morph	?EndFrame@RndMorph@@UAAMXZ
40-70	56.528	56.811	212	29	SOURCE_CALLCOUNT	0.65	0	1	default/Group	?Save@RndGroup@@UAAXAAVBinStream@@@Z
40-70	56.429	56.825	252	32	SOURCE_CALLCOUNT	0.8356	0	0	default/JoypadMsgs	?ClientConnect@NetStream@@QAAXABVNetAddress@@@Z
40-70	56.378	58.584	952	192	SOURCE_CALLCOUNT	0.8007	27	6	default/system/rndobj/Utl	?MakeTangentsLate@@YAXPAVRndMesh@@@Z
40-70	56.182	56.586	792	102	SOURCE_CALLCOUNT	0.7021	2	1	default/UI	?Poll@UIManager@@UAAXXZ
40-70	56.115	56.692	104	15	SOURCE_CALLCOUNT	0.5758	0	0	default/BaseMaterial	?SetObjConcrete@?$ObjRefConcrete@VBaseMaterial@@VObjectDir@@@@QAAXPAVBaseMaterial@@@Z
40-70	56.010	58.039	828	162	SOURCE_CALLCOUNT	0.6667	2	1	default/BandWardrobe	?FindBestScoringHint@BandWardrobe@@QAAHPAVSymbol@@PAVSlotInfo@1@AAH@Z
40-70	55.956	59.375	544	127	SOURCE_INSDEL	0.9118	43	3	default/AmbientOcclusion	?BlendVert@RndAmbientOcclusion@@SAXABVVert@RndMesh@@0AAV23@@Z
40-70	55.698	61.986	5856	1509	SOURCE_INSDEL	0.9611	198	0	default/SHA1	?Transform@CSHA1@@AAAXPAIPBE@Z
40-70	55.627	55.867	332	42	SOURCE_INSDEL	0.8837	3	0	default/BandSongMgr	?AllowContentToBeAdded@BandSongMgr@@UAA_NPAVDataArray@@W4ContentLocT@@@Z
40-70	55.625	56.477	352	53	SOURCE_INSDEL	0.8387	0	0	default/MemTracker	??$__median@UMemDiffEntry@@U?$less@UMemDiffEntry@@@stlpmtx_std@@@stlpmtx_std@@YAABUMemDiffEntry@@ABU1@00U?$less@UMemDiffEntry@@@0@@Z
40-70	55.556	55.556	36	6	SOURCE_INSDEL	0.2143	0	0	default/StringTable	??__ETheLocale@@YAXXZ
40-70	55.494	55.556	324	37	SOURCE_CALLCOUNT	0.6923	0	0	default/UILabel	?PostLoad@UILabel@@UAAXAAVBinStream@@@Z
40-70	55.147	57.930	1200	244	SOURCE_INSDEL	0.8734	0	7	default/FFT	?fft_matrix_forward_columnwise@@YAHPAMJ0@Z
40-70	55.103	56.483	116	18	SOURCE_CALLCOUNT	0.697	2	0	default/UIList	?Update@UIList@@EAAXXZ
40-70	54.750	54.750	16	4	SOURCE_ARGVAL	0.1429	1	0	default/RhythmDetector	??_ERhythmDetector@@$4PPPPPPPM@MBM@AAPAXI@Z
40-70	54.597	56.109	516	88	SOURCE_CALLCOUNT	0.7584	2	0	default/VocalTrack	?GetNextLyricPlate@VocalTrack@@QAAPAVLyricPlate@@AAV?$deque@PAVLyricPlate@@V?$StlNodeAlloc@PAVLyricPlate@@@stlpmtx_std@@@stlpmtx_std@@_N@Z
40-70	54.490	55.225	408	60	SOURCE_INSDEL	0.8611	1	0	default/Game	?LoadSong@Game@@QAAXXZ
40-70	54.458	55.708	96	16	SOURCE_CALLCOUNT	0.6	3	0	default/MidiInstrument	?clear@?$ObjPtrList@VTask@@VObjectDir@@@@QAAXXZ
40-70	53.958	55.417	96	16	SOURCE_INSDEL	0.5172	0	0	default/Synapse_dsp	??$_Destroy_Range@PAVPitchCorrectedVoice@Synapse@DSP@@@stlpmtx_std@@YAXPAVPitchCorrectedVoice@Synapse@DSP@@0@Z
40-70	53.929	56.548	168	38	SOURCE_INSDEL	0.7885	2	1	default/ClipDistMap	??$__partial_sort@PAUNode@ClipDistMap@@U12@UDistMapNodeSort@@@stlpmtx_std@@YAXPAUNode@ClipDistMap@@000UDistMapNodeSort@@@Z
40-70	53.812	56.156	128	27	SOURCE_CALLCOUNT	0.7222	1	1	default/system/synth_xbox/Synth	?push_back@?$vector@UXAUDIO2_SEND_DESCRIPTOR@@V?$StlNodeAlloc@UXAUDIO2_SEND_DESCRIPTOR@@@stlpmtx_std@@@stlpmtx_std@@QAAXABUXAUDIO2_SEND_DESCRIPTOR@@@Z
40-70	53.740	55.290	400	77	SOURCE_CALLCOUNT	0.6899	5	1	default/BandSongMgr	?ReadCachedMetadataFromStream@BandSongMgr@@UAAXAAVBinStream@@H@Z
40-70	53.542	55.771	332	66	SOURCE_CALLCOUNT	0.6145	1	1	default/BandDirector	?GetModeInst@BandDirector@@QAA?AVSymbol@@V2@@Z
40-70	53.305	53.898	236	33	SOURCE_CALLCOUNT	0.7284	0	0	default/BandSongMetadata	?HasPart@BandSongMetadata@@UBA_NVSymbol@@_N@Z
40-70	53.000	53.500	40	6	SOURCE_INSDEL	0.6667	0	0	default/MasterAudio	?Fail@MasterAudio@@QAA_NXZ
40-70	52.771	53.917	192	37	SOURCE_CALLCOUNT	0.5882	0	1	default/CharBoneDir	?PostLoad@CharBoneDir@@UAAXAAVBinStream@@@Z
40-70	51.960	51.960	100	13	SOURCE_CALLCOUNT	0.6757	1	0	default/Symbol	?PreInit@Symbol@@SAXHH@Z
40-70	51.803	52.131	244	32	SOURCE_CALLCOUNT	0.6484	1	0	default/MainHubPanel	?Poll@MainHubPanel@@UAAXXZ
40-70	51.371	52.443	280	63	SOURCE_CALLCOUNT	0.506	5	1	default/ChecksumAlgorithm	?DeriveKey@ChecksumAlgorithm@Quazal@@QAA?AVKey@2@ABVBuffer@2@I@Z
40-70	51.027	52.291	728	145	SOURCE_CALLCOUNT	0.6793	20	4	default/system/rnddx9/ShaderMgr	?Compile@DxShader@@MAA_NW4ShaderType@@ABUShaderOptions@@AAPAVRndShaderBuffer@@2@Z
