unit	sym	billed	fuzzy	mpn	cls	n_charged	same_opcode_multiset	argkinds	src
default/StorePanel	?Enter@StorePanel@@UAAXXZ	168	63.738094	64.57143	SOURCE_INSDEL	24	False	{'immediate': 3, 'register': 5, 'relocname': 1, 'opcode': 3}	src/system/meta/StorePanel.cpp
default/VocalNoteList	?NextNote@VocalNoteList@@QBAPAVVocalNote@@M@Z	168	76.35714	77.78571	SOURCE_INSDEL	19	False	{'immediate': 3, 'opcode': 1, 'register': 11}	src/system/beatmatch/VocalNoteList.cpp
default/ClipDistMap	??$__partial_sort@PAUNode@ClipDistMap@@U12@UDistMapNodeSort@@@stlpmtx_std@@YAXPAUNode@ClipDistMap@@000UDistMapNodeSort@@@Z	168	53.57143	56.54762	SOURCE_INSDEL	41	False	{'relocname': 3, 'immediate': 5, 'register': 21, 'opcode': 2}	src/system/char/ClipDistMap.cpp
default/AccomplishmentDiscSongConditional	?OnStartLoadSong@GamePanel@@AAA?AVDataNode@@PAVDataArray@@@Z	168	0.0	0.0	NO_BODY/stub	42	False	{}	src/band3/meta_band/AccomplishmentDiscSongConditional.cpp
default/Object	?SetProperty@Object@Hmx@@QAAXPAVDataArray@@ABVDataNode@@@Z	164	57.682926	61.341465	SOURCE_INSDEL	42	False	{'relocname': 2, 'immediate': 5, 'opcode': 3, 'register': 26, 'branchdest': 2}	src/system/obj/Object.cpp
default/CharData	?LoadPortrait@PrefabChar@@QAAXXZ	164	93.414635	93.65854	SOURCE_INSDEL	4	False	{'opcode': 1, 'register': 2, 'immediate': 1}	src/band3/meta_band/CharData.cpp
default/BufStream	?ReadImpl@BufStream@@EAAXPAXH@Z	164	72.31707	73.17073	SOURCE_INSDEL	17	False	{'register': 6, 'relocname': 1}	src/system/utl/BufStream.cpp
default/UI	??0EventDialogDismissMsg@@QAA@VSymbol@@0@Z	164	0.0	0.0	NO_BODY/stub	41	False	{}	src/system/ui/UI.cpp
default/SkeletonViz	??$Find@VRndGroup@@@ObjectDir@@QAAPAVRndGroup@@PBD_N@Z	164	0.0	0.0	NO_BODY/stub	41	False	{}	src/system/gesture/SkeletonViz.cpp
default/Mesh	?TransformNormal@@YA?AVVector3@@ABV1@ABVMatrix3@Hmx@@@Z	164	94.65854	99.78049	SOURCE_ARG(imm/opcode/branch)	22	True	{'register': 42, 'immediate': 9}	src/system/rndobj/Mesh.cpp
default/CharLipSync	??$__uninitialized_copy@PAVString@@PAV1@@stlpmtx_std@@YAPAVString@@PAV1@00ABU__false_type@0@@Z	164	34.756096	36.463413	SOURCE_INSDEL	42	False	{'relocname': 3, 'immediate': 5, 'register': 10, 'opcode': 5, 'branchdest': 1}	src/system/char/CharLipSync.cpp
default/Joypad_Xbox	?ReceiveUpstreamEEPROMWriteResponse@@YAXHPAE@Z	164	6.707317	6.8292685	SOURCE_INSDEL	40	False	{'opcode': 2, 'relocname': 1}	src/system/os/Joypad_Xbox.cpp
default/MoggClipMap	?ShowGamercard@PlatformMgr@@QAA?AW4ShowGamercardResult@@PAVLocalUser@@PBVOnlineID@@@Z	164	0.0	0.0	NO_BODY/stub	41	False	{}	src/system/synth/MoggClipMap.cpp
default/MultiTempoTempoMap	?GetLoopTick@MultiTempoTempoMap@@UBAHHAAH@Z	164	76.95122	79.02439	CODEGEN_ORDERING	18	True	{'register': 17, 'opcode': 1}	src/system/utl/MultiTempoTempoMap.cpp
default/GemTrackDir	??$Find@VRndCam@@@ObjectDir@@QAAPAVRndCam@@PBD_N@Z	164	0.0	0.0	NO_BODY/stub	41	False	{}	src/system/bandobj/GemTrackDir.cpp
default/BandSongMgr	?IsDemo@BandSongMgr@@QBA_NH@Z	164	98.53658	98.53658	SOURCE_ARG(imm/opcode/branch)	1	False	{'opcode': 1}	src/band3/meta_band/BandSongMgr.cpp
default/VocalTrackDir	?GetLyricColor@VocalTrackDir@@QBA?AVColor@Hmx@@H@Z	160	99.4	99.9	SOURCE_ARG(imm/opcode/branch)	6	True	{'register': 4, 'relocname': 2, 'immediate': 4}	src/system/bandobj/VocalTrackDir.cpp
default/CharClipSet	?SetBpm@CharClipSet@@UAAXH@Z	160	47.3	48.425	SOURCE_INSDEL	32	False	{'relocname': 4, 'immediate': 4, 'register': 5, 'branchdest': 1, 'opcode': 1}	src/system/char/CharClipSet.cpp
default/PracticeSection	?Load@PracticeSection@@UAAXAAVBinStream@@@Z	160	0.0	3.0	NO_BODY/stub	84	False	{'opcode': 11, 'immediate': 10, 'register': 17, 'relocname': 4}	src/system/hamobj/PracticeSection.cpp
default/Faders	??1FaderGroup@@QAA@XZ	160	97.5	97.5	SOURCE_INSDEL	1	False	{}	src/system/synth/Faders.cpp
default/MemTracker	??$__unguarded_linear_insert@PAUMemDiffEntry@@U1@U?$less@UMemDiffEntry@@@stlpmtx_std@@@stlpmtx_std@@YAXPAUMemDiffEntry@@U1@U?$less@UMemDiffEntry@@@0@@Z	156	68.71795	69.10256	SOURCE_INSDEL	14	False	{'branchdest': 1}	src/system/utl/MemTracker.cpp
default/UILabel	?RemoveCommandsForSink@CCommandManager@LEAPCORE@@QAAXPAUICommandSink@2@@Z	156	0.0	0.0	NO_BODY/stub	39	False	{}	src/system/ui/UILabel.cpp
default/FIRFilter	?setCoefficients@FIRFilter@soundtouch@@UAAXPBMII@Z	152	77.210526	77.3421	CODEGEN_ORDERING	10	True	{'register': 1, 'immediate': 1, 'opcode': 1}	src/system/synth_xbox/soundtouch/source/SoundTouch/FIRFilter.cpp
default/CameraShot	??0CamShotCrowd@@QAA@PAVObject@Hmx@@@Z	152	56.86842	57.789474	SOURCE_INSDEL	28	False	{'opcode': 5, 'immediate': 4, 'register': 7}	src/system/world/CameraShot.cpp
default/SpotlightDrawer	?Load@SpotlightDrawer@@UAAXAAVBinStream@@@Z	152	26.105263	28.078947	SOURCE_INSDEL	44	False	{'opcode': 7, 'immediate': 2, 'register': 13}	src/system/world/SpotlightDrawer.cpp
default/UIListMesh	?Draw@UIListMesh@@UAAXABUUIListWidgetDrawState@@ABVUIListState@@ABVTransform@@W4State@UIComponent@@PAVBox@@W4DrawCommand@@@Z	152	30.605263	31.526316	SOURCE_INSDEL	35	False	{'relocname': 2, 'immediate': 2, 'register': 5}	src/system/ui/UIListMesh.cpp
default/band3/meta_band/BandStorePanel	??$__partial_sort@PA_K_KU?$less@_K@stlpmtx_std@@@stlpmtx_std@@YAXPA_K000U?$less@_K@0@@Z	152	0.0	0.0	NO_BODY/stub	38	False	{}	src/band3/meta_band/BandStorePanel.cpp
default/GemTrackDir	?SetPlayerLocal@GemTrackDir@@UAAXM@Z	152	65.210526	65.60526	SOURCE_INSDEL	20	False	{'opcode': 5, 'immediate': 2, 'branchdest': 1, 'register': 1}	src/system/bandobj/GemTrackDir.cpp
default/ChordbookPanel	?Poll@ChordbookPanel@@UAAXXZ	152	89.47369	89.47369	CODEGEN_ORDERING	4	True	{}	src/band3/game/ChordbookPanel.cpp
default/NextSongPanel	?Exiting@NextSongPanel@@UBA_NXZ	152	20.763159	21.947369	SOURCE_INSDEL	41	False	{'register': 7, 'immediate': 6, 'relocname': 2, 'opcode': 1}	src/band3/meta_band/NextSongPanel.cpp
default/BandSongMgr	?AddSongData@BandSongMgr@@UAAXPAVDataArray@@PAVDataLoader@@W4ContentLocT@@@Z	152	66.07895	67.789474	SOURCE_INSDEL	25	False	{'relocname': 2, 'immediate': 4, 'register': 11, 'opcode': 2}	src/band3/meta_band/BandSongMgr.cpp
default/CamAnim	?Save@RndCamAnim@@UAAXAAVBinStream@@@Z	152	90.52631	90.52631	SOURCE_INSDEL	4	False	{'opcode': 1}	src/system/rndobj/CamAnim.cpp
default/VocalTrackDir	?RecalculateLyricZ@VocalTrackDir@@QAAXPA_N0@Z	148	89.189186	91.89189	SOURCE_INSDEL	19	False	{'register': 20}	src/system/bandobj/VocalTrackDir.cpp
default/PatchDir	?DrawShowing@PatchDir@@UAAXXZ	148	43.432434	45.18919	SOURCE_INSDEL	31	False	{'opcode': 7, 'immediate': 3, 'register': 10, 'relocname': 1, 'branchdest': 1}	src/system/bandobj/PatchDir.cpp
default/CharBoneDir	?PreLoad@CharBoneDir@@UAAXAAVBinStream@@@Z	148	17.18919	19.756756	SOURCE_INSDEL	46	False	{'opcode': 6, 'immediate': 3, 'register': 17, 'relocname': 3}	src/system/char/CharBoneDir.cpp
default/Anim	?SyncProperty@RndSpline@@UAA_NAAVDataNode@@PAVDataArray@@HW4PropOp@@@Z	148	0.0	3.5135136	NO_BODY/stub	285	False	{'opcode': 16, 'immediate': 4, 'register': 18, 'relocname': 3, 'branchdest': 1}	src/system/rndobj/Anim.cpp
default/MemMgr	??3@YAXPAX@Z	148	2.5675676	2.7027028	SOURCE_INSDEL	37	False	{'relocname': 1}	src/system/utl/MemMgr.cpp
default/UISlider	?PreLoad@PanelDir@@UAAXAAVBinStream@@@Z	148	17.18919	19.756756	SOURCE_INSDEL	46	False	{'opcode': 6, 'immediate': 3, 'register': 17, 'relocname': 3}	src/system/ui/UISlider.cpp
default/system/beatmatch/SlotChannelMapping	??0MassChannelMapping@@QAA@ABV?$vector@HV?$StlNodeAlloc@H@stlpmtx_std@@@stlpmtx_std@@@Z	148	91.21622	91.35135	SOURCE_INSDEL	5	False	{'opcode': 2, 'relocname': 1}	src/system/beatmatch/SlotChannelMapping.cpp
default/BandCharacter	?Compress@BandCharacter@@UAAXPAVRndTex@@_N@Z	144	16.63889	17.61111	SOURCE_INSDEL	35	False	{'register': 7, 'immediate': 1, 'opcode': 1}	src/system/bandobj/BandCharacter.cpp
default/UIListArrow	??0UIListArrow@@IAA@XZ	144	61.22222	62.75	SOURCE_INSDEL	20	False	{'register': 9, 'immediate': 2, 'relocname': 2, 'opcode': 4}	src/system/ui/UIListArrow.cpp
default/SkeletonClip	??__E?sm_RegistrationProperties@CAudioVolumeMeter@LEAPFX@@0UXAPO_REGISTRATION_PROPERTIES@@B@@YAXXZ	144	0.0	0.0	NO_BODY/stub	36	False	{}	src/system/gesture/SkeletonClip.cpp
default/File_Win	?FileQualifiedFilename@@YAXPADHPBD@Z	144	60.36111	61.47222	SOURCE_INSDEL	24	False	{'opcode': 3, 'immediate': 2, 'register': 7}	src/system/os/File_Win.cpp
default/system/bandobj/BandTrack	?SpotlightPhraseSuccess@BandTrack@@UAAXXZ	144	0.0	1.5277778	NO_BODY/stub	59	False	{'opcode': 2, 'immediate': 4, 'register': 9, 'relocname': 2}	src/system/bandobj/BandTrack.cpp
default/BandCharacter	?PreLoad@BandCharacter@@UAAXAAVBinStream@@@Z	140	84.28571	85.14286	SOURCE_INSDEL	10	False	{'register': 6, 'relocname': 1, 'opcode': 2, 'immediate': 1}	src/system/bandobj/BandCharacter.cpp
default/DataFunc	?DataSet@@YA?AVDataNode@@PAVDataArray@@@Z	140	98.28571	98.28571	SOURCE_ARG(imm/opcode/branch)	1	False	{'opcode': 1}	src/system/obj/DataFunc.cpp
default/EventTrigger	?CleanupEventCase@EventTrigger@@IAAXAAV?$list@VSymbol@@V?$StlNodeAlloc@VSymbol@@@stlpmtx_std@@@stlpmtx_std@@@Z	140	88.42857	89.71429	SOURCE_INSDEL	12	False	{'register': 8, 'opcode': 1, 'branchdest': 1}	src/system/rndobj/EventTrigger.cpp
default/system/rndobj/Rnd	LocalTalkerIsHeadsetPresent	140	0.0	0.0	NO_BODY/stub	35	False	{}	src/system/rndobj/Rnd.cpp
default/HamMove	??$fill@U?$_Bit_iter@U_Bit_reference@stlpmtx_std@@PAU12@@stlpmtx_std@@_N@stlpmtx_std@@YAXU?$_Bit_iter@U_Bit_reference@stlpmtx_std@@PAU12@@0@0AB_N@Z	140	99.71429	99.85714	other	1	False	{}	src/system/hamobj/HamMove.cpp
default/LabelShrinkWrapper	?PreLoad@LabelShrinkWrapper@@UAAXAAVBinStream@@@Z	140	17.028572	19.6	SOURCE_INSDEL	46	False	{'opcode': 10, 'immediate': 3, 'register': 14, 'relocname': 3}	src/system/ui/LabelShrinkWrapper.cpp
default/UITransitionHandler	??$?5VTexPtr@RndMatAnim@@@@YAAAVBinStreamRev@@AAV0@AAV?$Key@VTexPtr@RndMatAnim@@@@@Z	140	32.914288	34.771427	SOURCE_INSDEL	36	False	{'relocname': 5, 'immediate': 3, 'opcode': 3, 'register': 8}	src/system/ui/UITransitionHandler.cpp
default/band3/game/TrainerPanel	?GetSectionLoopEnd@TrainerPanel@@QBAHH@Z	140	76.28571	78.28571	SOURCE_INSDEL	18	False	{'register': 13, 'opcode': 1, 'branchdest': 1}	src/band3/game/TrainerPanel.cpp
default/band3/game/Game	??0GemTrainerLoopPanel@@QAA@XZ	140	76.02857	76.457146	SOURCE_INSDEL	16	False	{'opcode': 2, 'immediate': 4, 'register': 3}	src/band3/game/Game.cpp
default/BandCamShot	?CheckNoFlashcardsCondition@AccomplishmentSongConditional@@IBA_NPAVSongStatusMgr@@VSymbol@@@Z	136	0.0	0.0	NO_BODY/stub	34	False	{}	src/system/bandobj/BandCamShot.cpp
default/VocalTrack	??1?$vector@V?$vector@PAUUnlockable@?A0xf8e4b4b5@@V?$StlNodeAlloc@PAUUnlockable@?A0xf8e4b4b5@@@stlpmtx_std@@@stlpmtx_std@@V?$StlNodeAlloc@V?$vector@PAUUnlockable@?A0xf8e4b4b5@@V?$StlNodeAlloc@PAUUnlockable@?A0xf8e4b4b5@@@stlpmtx_std@@@stlpmtx_std@@@2@@stlpmtx_std@@QAA@XZ	136	0.0	0.0	NO_BODY/stub	34	False	{}	src/band3/bandtrack/VocalTrack.cpp
default/BandList	?PreLoad@BandList@@UAAXAAVBinStream@@@Z	136	28.588236	29.764706	SOURCE_INSDEL	35	False	{'opcode': 3, 'immediate': 2, 'register': 7, 'branchdest': 1}	src/system/bandobj/BandList.cpp
default/DepthBuffer3D	??1?$vector@VFlowMathOp@@V?$StlNodeAlloc@VFlowMathOp@@@stlpmtx_std@@@stlpmtx_std@@QAA@XZ	136	99.94118	99.94118	SOURCE_ARG(imm/opcode/branch)	2	True	{'immediate': 2}	src/system/gesture/DepthBuffer3D.cpp
default/osfinfo	_set_osfhnd	136	0.0	0.0	NO_BODY/stub	34	False	{}	src/xdk/LIBCMT/osfinfo.cpp
default/NetworkSocket_Win	?RecvFrom@WinSockSocket@@UAAHPAXIAAIAAG@Z	136	96.911766	97.05882	SOURCE_INSDEL	2	False	{'register': 1}	src/system/os/NetworkSocket_Win.cpp
default/FlowIf	??1FlowIf@@UAA@XZ	136	99.29412	99.73529	SOURCE_ARG(imm/opcode/branch)	12	True	{'immediate': 9, 'relocname': 3}	src/system/flow/FlowIf.cpp
default/Character	??1?$vector@UUnlockable@?A0xf8e4b4b5@@V?$StlNodeAlloc@UUnlockable@?A0xf8e4b4b5@@@stlpmtx_std@@@stlpmtx_std@@QAA@XZ	136	0.0	0.0	NO_BODY/stub	34	False	{}	src/system/char/Character.cpp
default/Flow	??1?$vector@UNode@?$ObjPtrVec@VObject@Hmx@@VObjectDir@@@@V?$StlNodeAlloc@UNode@?$ObjPtrVec@VObject@Hmx@@VObjectDir@@@@@stlpmtx_std@@@stlpmtx_std@@QAA@XZ	136	93.382355	93.52941	SOURCE_INSDEL	4	False	{'relocname': 1, 'opcode': 2}	src/system/flow/Flow.cpp
default/UILabel	?CommitOperation@CCommandManager@LEAPCORE@@QAAJI@Z	136	0.0	0.0	NO_BODY/stub	34	False	{}	src/system/ui/UILabel.cpp
default/PracticeSection	?Copy@PracticeSection@@UAAXPBVObject@Hmx@@W4CopyType@23@@Z	136	0.0	2.7941177	NO_BODY/stub	85	False	{'opcode': 4, 'immediate': 7, 'register': 13, 'branchdest': 1, 'relocname': 2}	src/system/hamobj/PracticeSection.cpp
default/MoggClipMap	?IsInParty@PlatformMgr@@QAA_NXZ	136	0.0	0.0	NO_BODY/stub	34	False	{}	src/system/synth/MoggClipMap.cpp
default/MidiReader	?ReadNextEventImpl@MidiReader@@AAAXXZ	136	47.058823	47.058823	SOURCE_INSDEL	18	False	{}	src/system/midi/MidiReader.cpp
default/MemcardMgr_Xbox	??0PlatformMgrOpCompleteMsg@@QAA@_N@Z	136	0.0	0.0	NO_BODY/stub	34	False	{}	src/system/meta/MemcardMgr_Xbox.cpp
default/MemcardMgr_Xbox	??0UIChangedMsg@@QAA@_N@Z	136	0.0	0.0	NO_BODY/stub	34	False	{}	src/system/meta/MemcardMgr_Xbox.cpp
default/GranularSynth	??1?$vector@VString@@V?$StlNodeAlloc@VString@@@stlpmtx_std@@@stlpmtx_std@@QAA@XZ	136	46.205883	46.794117	SOURCE_INSDEL	29	False	{'immediate': 9, 'register': 2, 'relocname': 1, 'branchdest': 1}	src/system/synth_xbox/GranularSynth.cpp
default/Group	?push_back@?$vector@UGroupDrawDist@@V?$StlNodeAlloc@UGroupDrawDist@@@stlpmtx_std@@@stlpmtx_std@@QAAXABUGroupDrawDist@@@Z	136	87.73529	88.17647	SOURCE_INSDEL	7	False	{'branchdest': 1, 'register': 2, 'immediate': 2}	src/system/rndobj/Group.cpp
default/ColorPalette	?push_back@?$vector@VColor@Hmx@@V?$StlNodeAlloc@VColor@Hmx@@@stlpmtx_std@@@stlpmtx_std@@QAAXABVColor@Hmx@@@Z	136	2.9117646	4.529412	SOURCE_INSDEL	43	False	{'immediate': 6, 'register': 11, 'opcode': 4}	src/system/world/ColorPalette.cpp
default/band3/bandtrack/TrackPanel	??0ConnectionStatusChangedMsg@@QAA@_N@Z	136	0.0	0.0	NO_BODY/stub	34	False	{}	src/band3/bandtrack/TrackPanel.cpp
default/VocalPart	?FramePhraseMeterFrac@VocalPart@@QBAMXZ	136	57.64706	58.82353	SOURCE_INSDEL	20	False	{'register': 7, 'branchdest': 1}	src/band3/game/VocalPart.cpp
default/AccomplishmentConditional	??1?$vector@UTrackChannels@@V?$StlNodeAlloc@UTrackChannels@@@stlpmtx_std@@@stlpmtx_std@@QAA@XZ	136	0.0	0.0	NO_BODY/stub	34	False	{}	src/band3/meta_band/AccomplishmentConditional.cpp
default/VocalPlayer	?SongSectionOnly@VocalPlayer@@QBA_NAAM0@Z	136	10.117647	12.764706	SOURCE_INSDEL	45	False	{'opcode': 6, 'immediate': 10, 'register': 17, 'branchdest': 1}	src/band3/game/VocalPlayer.cpp
default/ProfileMgr	?FakeProfileFill@ProfileMgr@@QAAXXZ	136	27.882353	29.647058	SOURCE_INSDEL	36	False	{'immediate': 6, 'register': 8, 'relocname': 3, 'opcode': 3}	src/band3/meta_band/ProfileMgr.cpp
default/PlayerDiffIcon	?Save@PlayerDiffIcon@@UAAXAAVBinStream@@@Z	136	99.94118	99.94118	SOURCE_ARG(imm/opcode/branch)	2	True	{'immediate': 2}	src/system/bandobj/PlayerDiffIcon.cpp
default/UIList	??0FriendsProvider@@QAA@XZ	132	0.0	0.0	NO_BODY/stub	33	False	{}	src/system/ui/UIList.cpp
default/LabelShrinkWrapper	?SetObjConcrete@?$ObjRefConcrete@VUILabel@@VObjectDir@@@@QAAXPAVUILabel@@@Z	132	58.21212	59.272728	SOURCE_INSDEL	23	False	{'immediate': 6, 'opcode': 6, 'register': 8, 'branchdest': 1, 'relocname': 1}	src/system/ui/LabelShrinkWrapper.cpp
default/MetaMusic	??0MetaMusicLoader@@QAA@PAVFile@@AAHPAEH@Z	132	96.06061	96.36364	SOURCE_ARG(imm/opcode/branch)	3	False	{'register': 2, 'opcode': 2}	src/system/synth/MetaMusic.cpp
default/OriginalChoreoRemixer	??1?$vector@V?$set@PBVMoveParent@@U?$less@PBVMoveParent@@@stlpmtx_std@@V?$StlNodeAlloc@PBVMoveParent@@@3@@stlpmtx_std@@V?$StlNodeAlloc@V?$set@PBVMoveParent@@U?$less@PBVMoveParent@@@stlpmtx_std@@V?$StlNodeAlloc@PBVMoveParent@@@3@@stlpmtx_std@@@2@@stlpmtx_std@@QAA@XZ	132	93.333336	93.333336	SOURCE_INSDEL	3	False	{'opcode': 2}	src/system/hamobj/OriginalChoreoRemixer.cpp
default/DataFile	?PushBack@@YAXABVDataNode@@@Z	132	93.78788	93.93939	SOURCE_INSDEL	3	False	{'relocname': 1}	src/system/obj/DataFile.cpp
default/Group	?ListDrawChildren@RndGroup@@UAAXAAV?$list@PAVRndDrawable@@V?$StlNodeAlloc@PAVRndDrawable@@@stlpmtx_std@@@stlpmtx_std@@@Z	132	47.515152	48.424244	SOURCE_INSDEL	24	False	{'immediate': 2, 'register': 5, 'relocname': 1}	src/system/rndobj/Group.cpp
default/band3/meta_band/BandStorePanel	??$sort@PA_K@stlpmtx_std@@YAXPA_K0@Z	132	0.0	0.0	NO_BODY/stub	33	False	{}	src/band3/meta_band/BandStorePanel.cpp
default/band3/meta_band/SaveLoadManager	?Start@SaveLoadManager@@IAAXXZ	132	61.81818	61.81818	SOURCE_INSDEL	13	False	{'opcode': 1}	src/band3/meta_band/SaveLoadManager.cpp
default/RockCentral	?CancelOutstandingCalls@RockCentral@@QAAXPAVObject@Hmx@@@Z	128	7.03125	7.5	SOURCE_INSDEL	32	False	{'opcode': 1, 'register': 2, 'immediate': 1, 'relocname': 1}	src/band3/net_band/RockCentral.cpp
default/PatchDir	?Load@PatchDir@@UAAXAAVBinStream@@@Z	128	87.03125	87.5	SOURCE_INSDEL	7	False	{'register': 3, 'relocname': 2, 'immediate': 1}	src/system/bandobj/PatchDir.cpp
default/Debug	?DevHostname@@YAPBDVSymbol@@@Z	128	24.6875	26.71875	SOURCE_INSDEL	37	False	{'immediate': 7, 'register': 11, 'opcode': 4, 'relocname': 3}	src/system/os/Debug.cpp
default/MeshAnim	?resize@?$vector@V?$Key@V?$vector@VVector2@@V?$StlNodeAlloc@VVector2@@@stlpmtx_std@@@stlpmtx_std@@@@V?$StlNodeAlloc@V?$Key@V?$vector@VVector2@@V?$StlNodeAlloc@VVector2@@@stlpmtx_std@@@stlpmtx_std@@@@@stlpmtx_std@@@stlpmtx_std@@QAAXIABV?$Key@V?$vector@VVector2@@V?$StlNodeAlloc@VVector2@@@stlpmtx_std@@@stlpmtx_std@@@@@Z	128	88.4375	89.375	SOURCE_INSDEL	10	False	{'opcode': 4, 'register': 4, 'relocname': 2}	src/system/rndobj/MeshAnim.cpp
default/system/synth_xbox/Synth	?push_back@?$vector@UXAUDIO2_SEND_DESCRIPTOR@@V?$StlNodeAlloc@UXAUDIO2_SEND_DESCRIPTOR@@@stlpmtx_std@@@stlpmtx_std@@QAAXABUXAUDIO2_SEND_DESCRIPTOR@@@Z	128	53.8125	56.15625	SOURCE_INSDEL	27	False	{'immediate': 3, 'register': 14, 'branchdest': 1}	src/system/synth_xbox/Synth.cpp
default/Character	?resize@?$vector@ULod@Character@@V?$StlNodeAlloc@ULod@Character@@@stlpmtx_std@@@stlpmtx_std@@QAAXIABULod@Character@@@Z	128	99.78125	99.9375	SOURCE_ARG(imm/opcode/branch)	3	True	{'immediate': 2, 'relocname': 1}	src/system/char/Character.cpp
default/SongLayout	?resize@?$vector@VSongPattern@@V?$StlNodeAlloc@VSongPattern@@@stlpmtx_std@@@stlpmtx_std@@QAAXIABVSongPattern@@@Z	128	99.78125	99.9375	SOURCE_ARG(imm/opcode/branch)	3	True	{'immediate': 2, 'relocname': 1}	src/system/hamobj/SongLayout.cpp
default/HamPhotoDisplay	?Save@HamPhotoDisplay@@UAAXAAVBinStream@@@Z	128	82.875	84.28125	SOURCE_INSDEL	15	False	{'register': 6, 'relocname': 2, 'immediate': 3, 'branchdest': 1}	src/system/hamobj/HamPhotoDisplay.cpp
default/HamRibbon	?resize@?$vector@V?$Key@VTransform@@@@V?$StlNodeAlloc@V?$Key@VTransform@@@@@stlpmtx_std@@@stlpmtx_std@@QAAXIABV?$Key@VTransform@@@@@Z	128	99.78125	99.9375	SOURCE_ARG(imm/opcode/branch)	3	True	{'immediate': 2, 'relocname': 1}	src/system/hamobj/HamRibbon.cpp
default/CharIKHand	?resize@?$vector@UIKTarget@CharIKHand@@V?$StlNodeAlloc@UIKTarget@CharIKHand@@@stlpmtx_std@@@stlpmtx_std@@QAAXIABUIKTarget@CharIKHand@@@Z	128	88.59375	89.375	SOURCE_INSDEL	9	False	{'opcode': 4, 'register': 4, 'relocname': 1}	src/system/char/CharIKHand.cpp
default/PropAnim	?FindKeys@RndPropAnim@@IAA?AU?$_List_iterator@PAVPropKeys@@U?$_Nonconst_traits@PAVPropKeys@@@stlpmtx_std@@@stlpmtx_std@@PAVObject@Hmx@@PAVDataArray@@@Z	128	98.125	98.125	SOURCE_ARG(imm/opcode/branch)	1	False	{'opcode': 1}	src/system/rndobj/PropAnim.cpp
default/UILabel	?ParseRegistrationQueue@CCommandManager@LEAPCORE@@AAAJXZ	128	0.0	0.0	NO_BODY/stub	32	False	{}	src/system/ui/UILabel.cpp
default/CharHair	?resize@?$vector@VStrand@CharHair@@V?$StlNodeAlloc@VStrand@CharHair@@@stlpmtx_std@@@stlpmtx_std@@QAAXIABVStrand@CharHair@@@Z	128	99.78125	99.9375	SOURCE_ARG(imm/opcode/branch)	3	True	{'immediate': 2, 'relocname': 1}	src/system/char/CharHair.cpp
default/DirLoader	?HandleType@Object@Hmx@@QAA?AVDataNode@@PAVDataArray@@@Z	128	41.96875	44.9375	SOURCE_INSDEL	36	False	{'relocname': 3, 'immediate': 2, 'register': 16, 'opcode': 1}	src/system/obj/DirLoader.cpp
default/SongCollision	?resize@?$vector@UBeatCollisionData@@V?$StlNodeAlloc@UBeatCollisionData@@@stlpmtx_std@@@stlpmtx_std@@QAAXIABUBeatCollisionData@@@Z	128	99.9375	99.9375	SOURCE_ARG(imm/opcode/branch)	2	True	{'immediate': 2}	src/system/hamobj/SongCollision.cpp
default/Archive	?deallocate@?$StlNodeAlloc@VString@@@stlpmtx_std@@QBAXPAVString@@I@Z	128	4.21875	4.375	SOURCE_INSDEL	32	False	{'opcode': 1, 'branchdest': 1}	src/system/os/Archive.cpp
default/Screenshot	?Copy@Screenshot@@UAAXPBVObject@Hmx@@W4CopyType@23@@Z	128	92.9375	93.40625	SOURCE_INSDEL	4	False	{}	src/system/ui/Screenshot.cpp
default/DrivenPropertyEntry	?resize@?$vector@VFlowMathOp@@V?$StlNodeAlloc@VFlowMathOp@@@stlpmtx_std@@@stlpmtx_std@@QAAXIABVFlowMathOp@@@Z	128	99.78125	99.9375	SOURCE_ARG(imm/opcode/branch)	3	True	{'immediate': 2, 'relocname': 1}	src/system/flow/DrivenPropertyEntry.cpp
default/AccomplishmentPanel	?GetAccomplishmentName@AccomplishmentPanel@@QAA?AVSymbol@@XZ	128	47.09375	47.875	SOURCE_INSDEL	25	False	{'relocname': 2, 'immediate': 3, 'register': 2, 'opcode': 1}	src/band3/meta_band/AccomplishmentPanel.cpp
default/WaitingUserGate	?GetWaitingUsers@OpenGateData@?A0xe564e51a@@QBAXAAV?$vector@PAVBandUser@@V?$StlNodeAlloc@PAVBandUser@@@stlpmtx_std@@@stlpmtx_std@@@Z	128	93.28125	93.75	CODEGEN_ORDERING	4	True	{'register': 2, 'relocname': 1}	src/band3/meta_band/WaitingUserGate.cpp
default/Campaign	?GetCurrentPointsForNextMajorCampaignLevelForMetaScore@Campaign@@QAAHH@Z	128	85.53125	87.40625	SOURCE_INSDEL	14	False	{'relocname': 2, 'register': 10, 'immediate': 3}	src/band3/meta_band/Campaign.cpp
default/UIEventMgr	?CurrentTransitionEvent@UIEventMgr@@QBA?AVSymbol@@XZ	128	84.15625	84.3125	SOURCE_INSDEL	8	False	{'immediate': 2, 'branchdest': 1}	src/band3/meta_band/UIEventMgr.cpp
