unit,symbol,div_class,confidence,before_evidence,fuzzy,mpn,size,byte_identical,screen
default/Spline,?_M_erase@?$vector@VCtrlPoint@RndSpline@@V?$StlNodeAlloc@VCtrlPoint@RndSpline@@@stlpmtx_std@@@stlpmtx_std@@IAAPAVCtrlPoint@RndSpline@@PAV34@ABU__false_type@2@@Z,object_memory,stable_divergent,divergent,99.82,99.82,112,0,SURVIVES_BOTH_SCREENS
default/Spotlight,??0Spotlight@@IAA@XZ,call_count,stable_divergent,divergent,78.44,79.54,1200,0,SURVIVES_BOTH_SCREENS
default/Spotlight,?BuildNGCone@Spotlight@@IAAXAAUBeamDef@1@H@Z,wild_jump_match,stable_divergent,divergent,66.73,71.04,1692,0,SURVIVES_BOTH_SCREENS
default/Spotlight,?BuildNGQuad@Spotlight@@IAAXAAUBeamDef@1@W4Constraint@RndTransformable@@@Z,wild_jump_match,stable_divergent,divergent,84.17,87.80,964,0,SURVIVES_BOTH_SCREENS
default/Spotlight,?BuildNGShaft@Spotlight@@IAAXAAUBeamDef@1@@Z,wild_jump_match,stable_divergent,divergent,100.00,100.00,84,1,BYTE_IDENTICAL_ARTIFACT
default/Spotlight,?BuildNGSheet@Spotlight@@IAAXAAUBeamDef@1@@Z,wild_jump_match,stable_divergent,divergent,94.46,96.45,1232,0,SURVIVES_BOTH_SCREENS
default/Spotlight,?Load@ColorPalette@@UAAXAAVBinStream@@@Z,call_count,stable_divergent,divergent,61.79,63.18,244,0,SURVIVES_BOTH_SCREENS
default/SpotlightDrawer,??0SpotlightDrawer@@IAA@XZ,object_memory,stable_divergent,divergent,100.00,100.00,316,0,SURVIVES_BOTH_SCREENS
default/SpotlightDrawer,?Load@SpotlightDrawer@@$4PPPPPPPM@A@AAXAAVBinStream@@@Z,call_count,stable_divergent,divergent,100.00,100.00,12,1,BYTE_IDENTICAL_ARTIFACT
default/SpotlightDrawer,?Load@SpotlightDrawer@@UAAXAAVBinStream@@@Z,call_count,stable_divergent,divergent,26.11,28.08,152,0,SURVIVES_BOTH_SCREENS
default/SpotlightEnder,??0SpotlightEnder@@IAA@XZ,object_memory,stable_divergent,divergent,100.00,100.00,272,0,SURVIVES_BOTH_SCREENS
default/StandardStream,?InitInfo@StandardStream@@QAAXHH_NH@Z,wild_jump_match,stable_divergent,divergent,66.86,69.91,872,0,SURVIVES_BOTH_SCREENS
default/StorePurchaser,??$_M_allocate_and_copy@PB_K@?$vector@_KV?$StlNodeAlloc@_K@stlpmtx_std@@@stlpmtx_std@@IAAPA_KIPB_K0@Z,call_count,stable_divergent,divergent,31.00,33.00,60,0,SURVIVES_BOTH_SCREENS
default/Str,?allocate@?$StlNodeAlloc@VString@@@stlpmtx_std@@QBAPAVString@@IPBX@Z,call_arg,stable_divergent,divergent,0.00,0.00,4,0,SURVIVES_BOTH_SCREENS
default/StreakMeter,?PreLoad@StreakMeter@@UAAXAAVBinStream@@@Z,call_count,stable_divergent,divergent,59.40,59.79,616,0,SURVIVES_BOTH_SCREENS
default/StreakMeter,?SetType@StreakMeter@@$4PPPPPPPM@A@AAXVSymbol@@@Z,error,stable_divergent,divergent,100.00,100.00,12,1,BYTE_IDENTICAL_ARTIFACT
default/StreakMeter,?SetType@StreakMeter@@UAAXVSymbol@@@Z,error,stable_divergent,divergent,0.00,2.50,104,0,SURVIVES_BOTH_SCREENS
default/StringConversion,?Latin1ToUtf8@?A0xfea654e8@@YAXPBDPADI@Z,call_count,stable_divergent,divergent,0.00,0.62,64,0,SURVIVES_BOTH_SCREENS
default/StringTable,??0GlitchFinder@@QAA@XZ,call_count,stable_divergent,divergent,0.00,1.12,340,0,SURVIVES_BOTH_SCREENS
default/Synapse_dsp,??0Synapse@0DSP@@QAA@M@Z,wild_jump_match,stable_divergent,divergent,85.69,86.67,1620,0,SURVIVES_BOTH_SCREENS
default/Tail,?Init@Tail@@QAAXHABVTransform@@_NVSymbol@@PAVRndGroup@@ABUSlideInfo@1@PAV1@@Z,call_count,stable_divergent,divergent,100.00,100.00,336,1,BYTE_IDENTICAL_ARTIFACT
default/Tex,??0RndTex@@IAA@XZ,object_memory,stable_divergent,divergent,100.00,100.00,144,0,SURVIVES_BOTH_SCREENS
default/Tex,?PlatformBppOrder@RndTex@@SAXPBDAAH1_N@Z,call_count,stable_divergent,divergent,0.00,1.63,184,0,SURVIVES_BOTH_SCREENS
default/TexBlendController,?GetBlendState@RndTexBlendController@@QBA?AW4BlendState@1@AAMM@Z,wild_jump_match,stable_divergent,divergent,94.41,94.46,408,0,SURVIVES_BOTH_SCREENS
default/TexLoadPanel,??1TexLoadPanel@@UAA@XZ,object_memory,stable_divergent,divergent,42.25,42.79,112,0,SURVIVES_BOTH_SCREENS
default/TexLoadPanel,??_GTexLoadPanel@@UAAPAXI@Z,object_memory,stable_divergent,divergent,100.00,100.00,84,1,BYTE_IDENTICAL_ARTIFACT
default/TexMovie,??0TexMovie@@IAA@XZ,call_arg,stable_divergent,divergent,0.00,3.04,224,0,SURVIVES_BOTH_SCREENS
default/TexMovie,?Reset@TexMovie@@QAAXXZ,call_arg,stable_divergent,divergent,0.00,0.00,12,0,SURVIVES_BOTH_SCREENS
default/Text,??0RndText@@IAA@XZ,object_memory,stable_divergent,divergent,100.00,100.00,676,0,SURVIVES_BOTH_SCREENS
default/Text,??_GRndText@@UAAPAXI@Z,call_count,stable_divergent,divergent,99.50,99.50,80,1,BYTE_IDENTICAL_ARTIFACT
default/Tour,??$__copy_ptrs@PBHPAH@stlpmtx_std@@YAPAHPBH0PAHABU__true_type@0@@Z,call_count,stable_divergent,divergent,43.24,43.24,68,0,SURVIVES_BOTH_SCREENS
default/Tour,?CombinePartSymbols@Tour@@QAA?AVSymbol@@V2@0@Z,call_count,input_sensitive,divergent,62.67,65.93,172,0,SURVIVES_BOTH_SCREENS
default/TourProgress,?GetNumStarsForGig@TourProgress@@QBAHH@Z,call_count,stable_divergent,divergent,10.67,13.17,48,0,SURVIVES_BOTH_SCREENS
default/TrackDir,?SetupKeyShifting@TrackDir@@QAAXPAVRndDir@@@Z,call_count,stable_divergent,divergent,68.93,69.86,384,0,SURVIVES_BOTH_SCREENS
default/TrackPanelDirBase,??4?$ObjPtrList@VRndTransformable@@VObjectDir@@@@QAAXABV0@@Z,unmapped_access_mismatch,stable_divergent,divergent,20.62,22.82,264,0,SURVIVES_BOTH_SCREENS
default/TrackWatcherImpl,??0?$_STLP_alloc_proxy@PAUHamSupereasyMeasure@@U1@V?$StlNodeAlloc@UHamSupereasyMeasure@@@stlpmtx_std@@@stlpmtx_std@@QAA@ABV?$StlNodeAlloc@UHamSupereasyMeasure@@@1@PAUHamSupereasyMeasure@@@Z,object_memory,stable_divergent,divergent,97.00,99.50,8,0,SURVIVES_BOTH_SCREENS
default/TrackWatcherImpl,?KillSustainForSlot@TrackWatcherImpl@@QAAXH@Z,call_arg,stable_divergent,divergent,99.29,100.00,56,0,SURVIVES_BOTH_SCREENS
default/TrackWatcherImpl,?Load@RndParticleSysAnim@@$4PPPPPPPM@A@AAXAAVBinStream@@@Z,call_count,stable_divergent,divergent,100.00,100.00,12,1,BYTE_IDENTICAL_ARTIFACT
default/TrackWatcherImpl,?Load@RndParticleSysAnim@@UAAXAAVBinStream@@@Z,call_count,stable_divergent,divergent,68.13,68.83,508,0,SURVIVES_BOTH_SCREENS
default/TrackWatcherImpl,?SustainedGemToKill@TrackWatcherImpl@@UAAHH@Z,call_arg,stable_divergent,divergent,99.68,100.00,124,0,SURVIVES_BOTH_SCREENS
default/Trans,??0RndTransformable@@IAA@XZ,call_count,stable_divergent,divergent,36.52,38.06,496,0,SURVIVES_BOTH_SCREENS
default/Trans,?ApplyDynamicConstraint@RndTransformable@@AAAXXZ,call_count,input_sensitive,divergent,65.14,66.76,1224,0,SURVIVES_BOTH_SCREENS
default/TypeProps,??E?$ObjDirItr@VObjectDir@@@@QAAAAV0@XZ,call_count,stable_divergent,divergent,78.32,80.14,88,0,SURVIVES_BOTH_SCREENS
default/TypeProps,?ReplaceObject@TypeProps@@AAAXAAVDataNode@@PAVObject@Hmx@@1@Z,call_count,stable_divergent,divergent,48.40,49.23,120,0,SURVIVES_BOTH_SCREENS
default/UI,??1Automator@@UAA@XZ,call_count,stable_divergent,divergent,33.77,34.30,224,0,SURVIVES_BOTH_SCREENS
default/UI,?Poll@UIManager@@UAAXXZ,call_count,input_sensitive,divergent,56.11,56.56,792,0,SURVIVES_BOTH_SCREENS
default/UIFontImporter,?OnAttachToImportFont@UIFontImporter@@IAA?AVDataNode@@PAVDataArray@@@Z,call_count,stable_divergent,divergent,99.75,99.75,80,1,BYTE_IDENTICAL_ARTIFACT
default/UIFontImporter,?OnImportSettings@UIFontImporter@@IAA?AVDataNode@@PAVDataArray@@@Z,call_count,stable_divergent,divergent,100.00,100.00,80,1,BYTE_IDENTICAL_ARTIFACT
default/UIList,??$_M_allocate_and_copy@PBVFlowMathOp@@@?$vector@VFlowMathOp@@V?$StlNodeAlloc@VFlowMathOp@@@stlpmtx_std@@@stlpmtx_std@@IAAPAVFlowMathOp@@IPBV2@0@Z,call_count,stable_divergent,divergent,50.58,51.62,96,0,SURVIVES_BOTH_SCREENS
default/UIList,?Copy@UIList@@$4PPPPPPPM@A@AAXPBVObject@Hmx@@W4CopyType@23@@Z,error,stable_divergent,divergent,100.00,100.00,12,1,BYTE_IDENTICAL_ARTIFACT
default/UIList,?Copy@UIList@@UAAXPBVObject@Hmx@@W4CopyType@23@@Z,error,stable_divergent,divergent,64.87,66.48,360,0,SURVIVES_BOTH_SCREENS
default/UIList,?IsScrolling@UIList@@QBA_NXZ,call_arg,stable_divergent,divergent,97.00,97.00,8,0,SURVIVES_BOTH_SCREENS
default/UIList,?PreLoad@UIList@@$4PPPPPPPM@A@AAXAAVBinStream@@@Z,call_count,stable_divergent,divergent,100.00,100.00,12,1,BYTE_IDENTICAL_ARTIFACT
default/UIList,?PreLoad@UIList@@UAAXAAVBinStream@@@Z,call_count,stable_divergent,divergent,38.34,40.24,116,0,SURVIVES_BOTH_SCREENS
default/UIList,?Update@UIList@@EAAXXZ,call_count,input_sensitive,divergent,54.76,56.14,116,0,SURVIVES_BOTH_SCREENS
default/UIListArrow,??0UIListArrow@@IAA@XZ,call_count,stable_divergent,divergent,61.22,62.75,144,0,SURVIVES_BOTH_SCREENS
default/UIListState,??0?$reverse_iterator@PAH@stlpmtx_std@@QAA@PAH@Z,object_memory,stable_divergent,divergent,99.50,99.50,8,0,SURVIVES_BOTH_SCREENS
default/UIListWidget,??0UIListWidget@@IAA@XZ,call_arg,stable_divergent,divergent,99.91,99.91,224,0,SURVIVES_BOTH_SCREENS
default/UIListWidget,?push_back@?$vector@V?$vector@V?$ObjPtr@VUIColor@@@@V?$StlNodeAlloc@V?$ObjPtr@VUIColor@@@@@stlpmtx_std@@@stlpmtx_std@@V?$StlNodeAlloc@V?$vector@V?$ObjPtr@VUIColor@@@@V?$StlNodeAlloc@V?$ObjPtr@VUIColor@@@@@stlpmtx_std@@@stlpmtx_std@@@2@@stlpmtx_std@@QAAXABV?$vector@V?$ObjPtr@VUIColor@@@@V?$StlNodeAlloc@V?$ObjPtr@VUIColor@@@@@stlpmtx_std@@@2@@Z,call_count,stable_divergent,divergent,100.00,100.00,116,1,BYTE_IDENTICAL_ARTIFACT
default/UISlider,?Copy@UISlider@@UAAXPBVObject@Hmx@@W4CopyType@23@@Z,call_arg,stable_divergent,divergent,37.46,38.36,112,0,SURVIVES_BOTH_SCREENS
default/UISlider,?PreLoad@UISlider@@$4PPPPPPPM@A@AAXAAVBinStream@@@Z,call_count,stable_divergent,divergent,100.00,100.00,12,1,BYTE_IDENTICAL_ARTIFACT
default/UISlider,?PreLoad@UISlider@@UAAXAAVBinStream@@@Z,call_count,stable_divergent,divergent,0.00,2.04,108,0,SURVIVES_BOTH_SCREENS
default/UISlider,?SetTypeDef@UISlider@@$4PPPPPPPM@A@AAXPAVDataArray@@@Z,call_arg,stable_divergent,divergent,73.75,73.75,16,0,SURVIVES_BOTH_SCREENS
default/UITransitionHandler,??$?5VTexPtr@RndMatAnim@@@@YAAAVBinStreamRev@@AAV0@AAV?$Key@VTexPtr@RndMatAnim@@@@@Z,call_count,stable_divergent,divergent,32.91,34.49,140,0,SURVIVES_BOTH_SCREENS
default/UploadErrorMgr,??0?$pair@$$CBVSymbol@@VSongRecord@@@stlpmtx_std@@QAA@ABU01@@Z,call_count,stable_divergent,divergent,61.56,62.19,64,0,SURVIVES_BOTH_SCREENS
default/User,?GetLocalUser@LocalUser@@UBAPBV1@XZ,return_value,stable_divergent,divergent,99.50,99.50,8,0,SURVIVES_BOTH_SCREENS
default/User,?IsJoypadConnected@LocalUser@@UBA_NXZ,call_count,stable_divergent,divergent,0.00,0.83,48,0,SURVIVES_BOTH_SCREENS
default/VocalPlayer,?HookupTrack@VocalPlayer@@UAAXXZ,error,stable_divergent,divergent,100.00,100.00,196,1,BYTE_IDENTICAL_ARTIFACT
default/VocalPlayer,?RemoteVocalState@VocalPlayer@@QAAXHHH@Z,wild_jump_match,stable_divergent,divergent,100.00,100.00,388,0,SURVIVES_BOTH_SCREENS
default/VocalPlayer,?UnpackFloats@VocalPlayer@@QBAXHMMAAV?$vector@MV?$StlNodeAlloc@M@stlpmtx_std@@@stlpmtx_std@@@Z,wild_jump_match,stable_divergent,divergent,36.67,37.81,228,0,SURVIVES_BOTH_SCREENS
default/VocalTrack,??0VocalTrack@@QAA@PAVBandUser@@@Z,call_count,stable_divergent,divergent,84.65,85.39,868,0,SURVIVES_BOTH_SCREENS
default/VocalTrack,?OnPhraseComplete@VocalTrack@@QAAXMMH@Z,call_count,stable_divergent,divergent,65.87,66.53,120,0,SURVIVES_BOTH_SCREENS
default/VocalTrackDir,?ApplyFontStyle@VocalTrackDir@@QAAXPAVObject@Hmx@@@Z,call_count,stable_divergent,divergent,6.73,8.68,1164,0,SURVIVES_BOTH_SCREENS
default/Voice,?StartSynchronizedVoices@@YAXXZ,call_count,stable_divergent,divergent,100.00,100.00,104,1,BYTE_IDENTICAL_ARTIFACT
default/VorbisMem,OggFree,call_count,stable_divergent,divergent,40.00,40.00,4,0,SURVIVES_BOTH_SCREENS
default/WaveFile,??$_M_allocate_and_copy@PAVVector2@@@?$vector@VVector2@@V?$StlNodeAlloc@VVector2@@@stlpmtx_std@@@stlpmtx_std@@IAAPAVVector2@@IPAV2@0@Z,call_count,stable_divergent,divergent,12.40,15.65,80,0,SURVIVES_BOTH_SCREENS
default/Waypoint,??0Symbol@@QAA@XZ,object_memory,stable_divergent,divergent,85.00,85.00,16,0,SURVIVES_BOTH_SCREENS
default/aes,rijndael_ecb_decrypt,return_value,stable_divergent,divergent,100.00,100.00,5036,1,BYTE_IDENTICAL_ARTIFACT
default/aes,rijndael_ecb_encrypt,return_value,stable_divergent,divergent,100.00,100.00,4948,1,BYTE_IDENTICAL_ARTIFACT
default/aes,rijndael_test,return_value,stable_divergent,divergent,100.00,100.00,1576,1,BYTE_IDENTICAL_ARTIFACT
default/band3/bandtrack/Gem,?Register@OutfitConfig@@SAXXZ,call_count,stable_divergent,divergent,0.00,0.77,52,0,SURVIVES_BOTH_SCREENS
default/band3/bandtrack/TrackPanel,?GetNumPlayers@TrackPanel@@UBAHXZ,call_count,stable_divergent,divergent,40.00,40.00,12,0,SURVIVES_BOTH_SCREENS
default/band3/game/BandUserMgr,??_GBandUserMgr@@UAAPAXI@Z,call_count,input_sensitive,divergent,100.00,100.00,76,1,BYTE_IDENTICAL_ARTIFACT
default/band3/game/Game,??0?$_List_iterator@P6AXXZU?$_Nonconst_traits@P6AXXZ@stlpmtx_std@@@stlpmtx_std@@QAA@PAU_List_node_base@1@@Z,return_value,stable_divergent,divergent,70.00,70.00,8,0,SURVIVES_BOTH_SCREENS
default/band3/game/Game,??0GemTrainerLoopPanel@@QAA@XZ,object_memory,stable_divergent,divergent,76.03,76.46,140,0,SURVIVES_BOTH_SCREENS
default/band3/game/PracticeSectionProvider,??1PracticeSectionProvider@@UAA@XZ,object_memory,stable_divergent,divergent,48.48,48.83,116,0,SURVIVES_BOTH_SCREENS
default/band3/game/PracticeSectionProvider,??_GPracticeSectionProvider@@UAAPAXI@Z,object_memory,stable_divergent,divergent,100.00,100.00,76,1,BYTE_IDENTICAL_ARTIFACT
default/band3/game/Stats,?FindFrameWithLeadIn@@YAMXZ,call_count,stable_divergent,divergent,61.76,62.06,68,0,SURVIVES_BOTH_SCREENS
default/band3/meta_band/AccomplishmentManager,?EarnAccomplishment@AccomplishmentManager@@QAAXPAVBandProfile@@VSymbol@@@Z,call_count,stable_divergent,divergent,100.00,100.00,160,1,BYTE_IDENTICAL_ARTIFACT
default/band3/meta_band/AccomplishmentManager,?EarnAccomplishment@AccomplishmentManager@@QAAXPAVLocalBandUser@@VSymbol@@@Z,call_count,stable_divergent,divergent,100.00,100.00,104,1,BYTE_IDENTICAL_ARTIFACT
default/band3/meta_band/AccomplishmentManager,?GetNumAccomplishmentsInCategory@AccomplishmentManager@@QBAHVSymbol@@@Z,call_count,stable_divergent,divergent,100.00,100.00,100,1,BYTE_IDENTICAL_ARTIFACT
default/band3/meta_band/AccomplishmentManager,?GetNumAccomplishmentsInGroup@AccomplishmentManager@@QBAHVSymbol@@@Z,call_count,stable_divergent,divergent,100.00,100.00,76,1,BYTE_IDENTICAL_ARTIFACT
default/band3/meta_band/AccomplishmentManager,?Handle@AccomplishmentManager@@UAA?AVDataNode@@PAVDataArray@@_N@Z,call_count,stable_divergent,divergent,100.00,100.00,2340,0,SURVIVES_BOTH_SCREENS
default/band3/meta_band/AccomplishmentManager,?IsAvailable@AccomplishmentManager@@QBA_NVSymbol@@_N@Z,call_count,stable_divergent,divergent,99.86,100.00,296,0,SURVIVES_BOTH_SCREENS
default/band3/meta_band/AccomplishmentManager,?IsAvailableToEarn@AccomplishmentManager@@QBA_NVSymbol@@@Z,call_count,stable_divergent,divergent,100.00,100.00,8,1,BYTE_IDENTICAL_ARTIFACT
default/band3/meta_band/AccomplishmentManager,?IsAvailableToView@AccomplishmentManager@@QBA_NVSymbol@@@Z,call_count,stable_divergent,divergent,100.00,100.00,8,1,BYTE_IDENTICAL_ARTIFACT
default/band3/meta_band/AccomplishmentManager,?IsCategoryComplete@AccomplishmentManager@@QBA_NPAVBandProfile@@VSymbol@@@Z,call_count,stable_divergent,divergent,100.00,100.00,88,1,BYTE_IDENTICAL_ARTIFACT
default/band3/meta_band/AccomplishmentManager,?IsGroupComplete@AccomplishmentManager@@QBA_NPAVBandProfile@@VSymbol@@@Z,call_count,stable_divergent,divergent,100.00,100.00,88,1,BYTE_IDENTICAL_ARTIFACT
default/band3/meta_band/AccomplishmentManager,?OnEarnAccomplishment@AccomplishmentManager@@QAA?AVDataNode@@PBVDataArray@@@Z,call_count,stable_divergent,divergent,100.00,100.00,192,1,BYTE_IDENTICAL_ARTIFACT
default/band3/meta_band/AppMiniLeaderboardDisplay,??1AppMiniLeaderboardDisplay@@UAA@XZ,call_count,input_sensitive,divergent,99.93,100.00,284,0,SURVIVES_BOTH_SCREENS
default/band3/meta_band/AppMiniLeaderboardDisplay,??_DAppMiniLeaderboardDisplay@@QAAXXZ,call_count,input_sensitive,divergent,100.00,100.00,92,1,BYTE_IDENTICAL_ARTIFACT
default/band3/meta_band/AppMiniLeaderboardDisplay,??_GAppMiniLeaderboardDisplay@@UAAPAXI@Z,call_count,input_sensitive,divergent,99.74,99.74,76,1,BYTE_IDENTICAL_ARTIFACT
default/band3/meta_band/BandProfile,?GetBandName@BandProfile@@QBA?AVString@@XZ,call_count,stable_divergent,divergent,67.20,69.98,216,0,SURVIVES_BOTH_SCREENS
default/band3/meta_band/InterstitialMgr,??0InterstitialMgr@@QAA@XZ,error,stable_divergent,divergent,99.73,99.73,148,0,SURVIVES_BOTH_SCREENS
default/band3/meta_band/LicenseMgr,??0?$_Slist_base@U?$pair@$$CBVSymbol@@V?$vector@VSymbol@@V?$StlNodeAlloc@VSymbol@@@stlpmtx_std@@@stlpmtx_std@@@stlpmtx_std@@V?$StlNodeAlloc@U?$pair@$$CBVSymbol@@V?$vector@VSymbol@@V?$StlNodeAlloc@VSymbol@@@stlpmtx_std@@@stlpmtx_std@@@stlpmtx_std@@@2@@priv@stlpmtx_std@@QAA@ABV?$StlNodeAlloc@U?$pair@$$CBVSymbol@@V?$vector@VSymbol@@V?$StlNodeAlloc@VSymbol@@@stlpmtx_std@@@stlpmtx_std@@@stlpmtx_std@@@2@@Z,object_memory,stable_divergent,divergent,80.00,80.00,12,0,SURVIVES_BOTH_SCREENS
default/band3/meta_band/MultiSelectListPanel,?Handle@MultiSelectListPanel@@$4PPPPPPPM@A@AA?AVDataNode@@PAVDataArray@@_N@Z,error,stable_divergent,divergent,95.00,100.00,12,0,SURVIVES_BOTH_SCREENS
default/band3/meta_band/SongSelectPanel,??0SongSelectPanel@@QAA@XZ,object_memory,stable_divergent,divergent,100.00,100.00,216,0,SURVIVES_BOTH_SCREENS
default/band3/meta_band/SongSort,?AllowedToAccessContent@@YA_NH@Z,call_count,stable_divergent,divergent,11.59,12.73,88,0,SURVIVES_BOTH_SCREENS
default/band3/meta_band/SongSort,?GetUserFontChar@@YAPBDPAVBandUser@@PAVMetaPerformer@@H@Z,call_count,stable_divergent,divergent,54.38,55.91,472,0,SURVIVES_BOTH_SCREENS
default/band3/meta_band/TokenRedemptionPanel,?Unload@TokenRedemptionPanel@@UAAXXZ,call_arg,input_sensitive,divergent,65.58,66.10,192,0,SURVIVES_BOTH_SCREENS
default/band3/meta_band/ViewSetting,?Draw@RndGroup@@QAAXXZ,unmapped_access_mismatch,stable_divergent,divergent,33.33,33.33,36,0,SURVIVES_BOTH_SCREENS
default/keygen_xbox,?getKeyImpl@@YAXPAEPAD0@Z,call_arg,stable_divergent,divergent,100.00,100.00,68,0,SURVIVES_BOTH_SCREENS
default/mtx,?Normalize@@YAXABVMatrix3@Hmx@@AAV12@@Z,call_count,stable_divergent,divergent,100.00,100.00,196,1,BYTE_IDENTICAL_ARTIFACT
default/mtx,?Normalize@@YAXABVVector3@@AAV1@@Z,unmapped_access_mismatch,stable_divergent,divergent,0.00,3.33,96,0,SURVIVES_BOTH_SCREENS
default/network/Plugins/Checksum/MD5/MD5,?finalize@MD5@Quazal@@QAAXXZ,call_count,input_sensitive,divergent,100.00,100.00,228,0,SURVIVES_BOTH_SCREENS
default/network/Plugins/Checksum/MD5/MD5,?transform@MD5@Quazal@@QAAXPBE@Z,call_count,stable_divergent,divergent,82.19,89.48,6068,0,SURVIVES_BOTH_SCREENS
default/system/bandobj/BandHeadShaper,??0?$list@UBone@CharBones@@V?$StlNodeAlloc@UBone@CharBones@@@stlpmtx_std@@@stlpmtx_std@@QAA@ABV?$StlNodeAlloc@UBone@CharBones@@@1@@Z,object_memory,stable_divergent,divergent,0.00,0.00,32,0,SURVIVES_BOTH_SCREENS
default/system/bandobj/BandTrack,?DisablePlayer@BandTrack@@UAAXH@Z,call_count,input_sensitive,divergent,67.24,68.35,1240,0,SURVIVES_BOTH_SCREENS
default/system/bandobj/BandTrack,?Reset@BandTrack@@UAAXXZ,call_count,input_sensitive,divergent,78.14,78.49,1116,0,SURVIVES_BOTH_SCREENS
default/system/bandobj/BandTrack,?SpotlightPhraseSuccess@BandTrack@@UAAXXZ,call_count,stable_divergent,divergent,0.00,1.25,144,0,SURVIVES_BOTH_SCREENS
default/system/gesture/DrawUtl,?CreateCameraBufferMat@@YAPAVRndMat@@HHW4Type@RndTex@@@Z,call_count,stable_divergent,divergent,0.00,3.04,92,0,SURVIVES_BOTH_SCREENS
default/system/hamobj/MiniLeaderboardDisplay,?PreLoad@MiniLeaderboardDisplay@@$4PPPPPPPM@A@AAXAAVBinStream@@@Z,call_count,stable_divergent,divergent,100.00,100.00,12,1,BYTE_IDENTICAL_ARTIFACT
default/system/hamobj/MiniLeaderboardDisplay,?PreLoad@MiniLeaderboardDisplay@@UAAXAAVBinStream@@@Z,call_count,stable_divergent,divergent,26.00,28.34,128,0,SURVIVES_BOTH_SCREENS
default/system/meta/MemcardMgr,?SaveLoadAllComplete@MemcardMgr@@QAAXXZ,call_arg,stable_divergent,divergent,82.60,83.27,120,0,SURVIVES_BOTH_SCREENS
default/system/obj/Dir,?Handle@ObjectDir@@UAA?AVDataNode@@PAVDataArray@@_N@Z,call_count,stable_divergent,divergent,100.00,100.00,1660,0,SURVIVES_BOTH_SCREENS
default/system/obj/Dir,?Iterate@ObjectDir@@IAAXPAVDataArray@@_N@Z,call_count,input_sensitive,divergent,60.54,62.58,440,0,SURVIVES_BOTH_SCREENS
default/system/obj/Dir,?PreLoad@ObjectDir@@$4PPPPPPPM@A@AAXAAVBinStream@@@Z,call_count,input_sensitive,divergent,100.00,100.00,12,1,BYTE_IDENTICAL_ARTIFACT
default/system/obj/Dir,?PreLoad@ObjectDir@@UAAXAAVBinStream@@@Z,call_count,input_sensitive,divergent,84.71,86.46,3092,0,SURVIVES_BOTH_SCREENS
default/system/os/UsbMidiGuitar,??1Queue@@QAA@XZ,call_count,stable_divergent,divergent,34.27,35.38,180,0,SURVIVES_BOTH_SCREENS
default/system/rnddx9/Rnd,??0Vector2@@QAA@XZ,call_count,stable_divergent,divergent,40.00,40.00,4,0,SURVIVES_BOTH_SCREENS
default/system/rndobj/Rnd,?Intensity@RndLight@@QBAMXZ,call_count,stable_divergent,divergent,0.00,2.17,92,0,SURVIVES_BOTH_SCREENS
default/system/rndobj/Utl,?UtilDrawCigar@@YAXABVTransform@@QBM1ABVColor@Hmx@@H@Z,wild_jump_match,stable_divergent,divergent,81.31,82.64,872,0,SURVIVES_BOTH_SCREENS
default/system/synth/FxSendFlanger,?Load@FxSendFlanger@@UAAXAAVBinStream@@@Z,object_memory,stable_divergent,divergent,100.00,100.00,332,1,BYTE_IDENTICAL_ARTIFACT
default/system/synth/OggMap,?Read@OggMap@@QAAXAAVBinStream@@@Z,call_arg,stable_divergent,divergent,99.96,99.96,96,0,SURVIVES_BOTH_SCREENS
default/system/synth_xbox/FxSendCompress,??0FxSendCompress360@@QAA@XZ,call_count,stable_divergent,divergent,19.56,20.39,72,0,SURVIVES_BOTH_SCREENS
default/system/synth_xbox/FxSendMeterEffect,?allocate@?$StlNodeAlloc@ULevelData@@@stlpmtx_std@@QBAPAULevelData@@IPBX@Z,call_arg,stable_divergent,divergent,70.00,70.00,8,0,SURVIVES_BOTH_SCREENS
default/system/ui/UIProxy,??0UIProxy@@IAA@XZ,object_memory,stable_divergent,divergent,99.96,99.96,456,0,SURVIVES_BOTH_SCREENS
default/system/utl/DeJitter,??0DeJitter@@QAA@XZ,call_count,stable_divergent,divergent,99.89,99.89,180,0,SURVIVES_BOTH_SCREENS
