size	class	tier	unit	symbol	fuzzy	fold_test	mapname	target_name	our_name
100	A_FOLD_CONSISTENT	game	default/band3/meta_band/InterstitialMgr	?CurrentInterstitialToScreen@InterstitialMgr@@QBAPAVUIScreen@@PAV2@@Z	99.8000	SAME	CORROBORATED	private: class stlpmtx_std::priv::_Slist_iterator<struct stlpmtx_std::pair<class Symbol const, int>, struct stlpmtx_std::_Nonconst_traits<struct stlpmtx_std::pair<class Symbol const, int>>> __cdecl stlpmtx_std::hashtable<struct stlpmtx_std::pair<class Symbol const, int>, class Symbol, struct stlpmtx_std::hash<class Symbol>, struct stlpmtx_std::priv::_HashMapTraitsT<struct stlpmtx_std::pair<class Symbol const, int>>, struct stlpmtx_std::_Select1st<struct stlpmtx_std::pair<class Symbol const, int>>, struct stlpmtx_std::equal_to<class Symbol>, class stlpmtx_std::StlNodeAlloc<struct stlpmtx_std::pair<class Symbol const, int>>>::_M_find<class Symbol>(class Symbol const &) const	private: class stlpmtx_std::priv::_Slist_iterator<struct stlpmtx_std::pair<class Symbol const, class UIScreen *>, struct stlpmtx_std::_Nonconst_traits<struct stlpmtx_std::pair<class Symbol const, class UIScreen *>>> __cdecl stlpmtx_std::hashtable<struct stlpmtx_std::pair<class Symbol const, class UIScreen *>, class Symbol, struct stlpmtx_std::hash<class Symbol>, struct stlpmtx_std::priv::_HashMapTraitsT<struct stlpmtx_std::pair<class Symbol const, class UIScreen *>>, struct stlpmtx_std::_Select1st<struct stlpmtx_std::pair<class Symbol const, class UIScreen *>>, struct stlpmtx_std::equal_to<class Symbol>, class stlpmtx_std::StlNodeAlloc<struct stlpmtx_std::pair<class Symbol const, class UIScreen *>>>::_M_find<class Symbol>(class Symbol const &) const
100	C_PROVEN_CALLEE	game	default/band3/meta_band/PrefabMgr	??$sort_heap@PAPAUEventEntry@@UMaxSort@@@stlpmtx_std@@YAXPAPAUEventEntry@@0UMaxSort@@@Z	99.8000	DIFFERENT	CORROBORATED	void __cdecl stlpmtx_std::__adjust_heap<class PrefabChar **, int, class PrefabChar *, struct SortPrefabByPortraitFileName>(class PrefabChar **, int, int, class PrefabChar *, struct SortPrefabByPortraitFileName)	void __cdecl stlpmtx_std::__adjust_heap<struct EventEntry **, int, struct EventEntry *, struct MaxSort>(struct EventEntry **, int, int, struct EventEntry *, struct MaxSort)
100	BC_DIFFERENT_UNRESOLVED	engine	default/BandCamShot	?insert@?$list@PAVRndAnimatable@@V?$StlNodeAlloc@PAVRndAnimatable@@@stlpmtx_std@@@stlpmtx_std@@QAA?AU?$_List_iterator@PAVRndAnimatable@@U?$_Nonconst_traits@PAVRndAnimatable@@@stlpmtx_std@@@2@U32@ABQAVRndAnimatable@@@Z	99.8000	DIFFERENT	REFUTED	protected: struct stlpmtx_std::_List_node_base * __cdecl stlpmtx_std::list<class BandCamShot::TargetCache, class stlpmtx_std::StlNodeAlloc<class BandCamShot::TargetCache>>::_M_create_node(class BandCamShot::TargetCache const &)	protected: struct stlpmtx_std::_List_node_base * __cdecl stlpmtx_std::list<class RndAnimatable *, class stlpmtx_std::StlNodeAlloc<class RndAnimatable *>>::_M_create_node(class RndAnimatable *const &)
100	A_FOLD_CONSISTENT	engine	default/Anim	?ListAnimChildren@RndDir@@UBAXAAV?$list@PAVRndAnimatable@@V?$StlNodeAlloc@PAVRndAnimatable@@@stlpmtx_std@@@stlpmtx_std@@@Z	99.8000	SAME	REFUTED	private: void __cdecl stlpmtx_std::list<class RndPollable *, class stlpmtx_std::StlNodeAlloc<class RndPollable *>>::_M_splice_insert_dispatch<class RndPollable *const *>(struct stlpmtx_std::_List_iterator<class RndPollable *, struct stlpmtx_std::_Nonconst_traits<class RndPollable *>>, class RndPollable *const *, class RndPollable *const *, struct stlpmtx_std::__false_type const &)	private: void __cdecl stlpmtx_std::list<class RndAnimatable *, class stlpmtx_std::StlNodeAlloc<class RndAnimatable *>>::_M_splice_insert_dispatch<class RndAnimatable *const *>(struct stlpmtx_std::_List_iterator<class RndAnimatable *, struct stlpmtx_std::_Nonconst_traits<class RndAnimatable *>>, class RndAnimatable *const *, class RndAnimatable *const *, struct stlpmtx_std::__false_type const &)
100	BC_DIFFERENT_UNRESOLVED	engine	default/EventTrigger	?insert@?$list@PAVEventTrigger@@V?$StlNodeAlloc@PAVEventTrigger@@@stlpmtx_std@@@stlpmtx_std@@QAA?AU?$_List_iterator@PAVEventTrigger@@U?$_Nonconst_traits@PAVEventTrigger@@@stlpmtx_std@@@2@U32@ABQAVEventTrigger@@@Z	99.8000	DIFFERENT	REFUTED	protected: struct stlpmtx_std::_List_node_base * __cdecl stlpmtx_std::list<struct EventTrigger::ProxyCall, class stlpmtx_std::StlNodeAlloc<struct EventTrigger::ProxyCall>>::_M_create_node(struct EventTrigger::ProxyCall const &)	protected: struct stlpmtx_std::_List_node_base * __cdecl stlpmtx_std::list<class EventTrigger *, class stlpmtx_std::StlNodeAlloc<class EventTrigger *>>::_M_create_node(class EventTrigger *const &)
100	BC_DIFFERENT_UNRESOLVED	engine	default/BandRetargetVignette	?insert@?$list@VString@@V?$StlNodeAlloc@VString@@@stlpmtx_std@@@stlpmtx_std@@QAA?AU?$_List_iterator@VString@@U?$_Nonconst_traits@VString@@@stlpmtx_std@@@2@U32@ABVString@@@Z	99.8000	DIFFERENT	REFUTED	protected: struct stlpmtx_std::_List_node_base * __cdecl stlpmtx_std::list<struct RhythmDetector::Frame, class stlpmtx_std::StlNodeAlloc<struct RhythmDetector::Frame>>::_M_create_node(struct RhythmDetector::Frame const &)	protected: struct stlpmtx_std::_List_node_base * __cdecl stlpmtx_std::list<class String, class stlpmtx_std::StlNodeAlloc<class String>>::_M_create_node(class String const &)
100	UNDECIDABLE	engine	default/system/beatmatch/PhraseAnalyzer	?AddInfo@PhraseAnalyzer@@QAAXHW4TrackType@@HH_N@Z	99.8000	UNKNOWN	REFUTED	public: void __cdecl stlpmtx_std::vector<class SongSection, class stlpmtx_std::StlNodeAlloc<class SongSection>>::push_back(class SongSection const &)	public: void __cdecl stlpmtx_std::vector<struct RawPhrase, class stlpmtx_std::StlNodeAlloc<struct RawPhrase>>::push_back(struct RawPhrase const &)
100	BC_DIFFERENT_UNRESOLVED	engine	default/Crowd	?insert@?$list@IV?$StlNodeAlloc@I@stlpmtx_std@@@stlpmtx_std@@QAA?AU?$_List_iterator@IU?$_Nonconst_traits@I@stlpmtx_std@@@2@U32@ABI@Z	99.8000	DIFFERENT	REFUTED	protected: struct stlpmtx_std::_List_node_base * __cdecl stlpmtx_std::list<struct OldMMInst, class stlpmtx_std::StlNodeAlloc<struct OldMMInst>>::_M_create_node(struct OldMMInst const &)	protected: struct stlpmtx_std::_List_node_base * __cdecl stlpmtx_std::list<unsigned int, class stlpmtx_std::StlNodeAlloc<unsigned int>>::_M_create_node(unsigned int const &)
100	A_FOLD_CONSISTENT	engine	default/Crowd	??$?5UInstance@RndMultiMesh@@V?$StlNodeAlloc@UInstance@RndMultiMesh@@@stlpmtx_std@@@@YAAAVBinStreamRev@@AAV0@AAV?$list@UInstance@RndMultiMesh@@V?$StlNodeAlloc@UInstance@RndMultiMesh@@@stlpmtx_std@@@stlpmtx_std@@@Z	99.8000	SAME	REFUTED	public: void __cdecl stlpmtx_std::list<class Transform, class stlpmtx_std::StlNodeAlloc<class Transform>>::resize(unsigned int, class Transform const &)	public: void __cdecl stlpmtx_std::list<struct RndMultiMesh::Instance, class stlpmtx_std::StlNodeAlloc<struct RndMultiMesh::Instance>>::resize(unsigned int, struct RndMultiMesh::Instance const &)
100	C_PROVEN_CALLEE	engine	default/MoveMgr	??$sort_heap@PAPAVCamShot@@UNameSort@@@stlpmtx_std@@YAXPAPAVCamShot@@0UNameSort@@@Z	99.8000	DIFFERENT	CORROBORATED	void __cdecl stlpmtx_std::__adjust_heap<int *, int, int, struct stlpmtx_std::less<int>>(int *, int, int, int, struct stlpmtx_std::less<int>)	void __cdecl stlpmtx_std::__adjust_heap<class CamShot **, int, class CamShot *, struct NameSort>(class CamShot **, int, int, class CamShot *, struct NameSort)
100	C_PROVEN_CALLEE	engine	default/FileCache	??$sort_heap@PAPAVFileCacheEntry@@UPriority@@@stlpmtx_std@@YAXPAPAVFileCacheEntry@@0UPriority@@@Z	99.8000	DIFFERENT	CORROBORATED	void __cdecl stlpmtx_std::__adjust_heap<class MoveDetector **, int, class MoveDetector *, struct MoveDetectorCmp>(class MoveDetector **, int, int, class MoveDetector *, struct MoveDetectorCmp)	void __cdecl stlpmtx_std::__adjust_heap<class FileCacheEntry **, int, class FileCacheEntry *, struct Priority>(class FileCacheEntry **, int, int, class FileCacheEntry *, struct Priority)
100	A_FOLD_CONSISTENT	engine	default/Anim	?ListDrawChildren@RndDir@@UAAXAAV?$list@PAVRndDrawable@@V?$StlNodeAlloc@PAVRndDrawable@@@stlpmtx_std@@@stlpmtx_std@@@Z	99.8000	SAME	REFUTED	private: void __cdecl stlpmtx_std::list<class RndPollable *, class stlpmtx_std::StlNodeAlloc<class RndPollable *>>::_M_splice_insert_dispatch<class RndPollable *const *>(struct stlpmtx_std::_List_iterator<class RndPollable *, struct stlpmtx_std::_Nonconst_traits<class RndPollable *>>, class RndPollable *const *, class RndPollable *const *, struct stlpmtx_std::__false_type const &)	private: void __cdecl stlpmtx_std::list<class RndDrawable *, class stlpmtx_std::StlNodeAlloc<class RndDrawable *>>::_M_splice_insert_dispatch<class RndDrawable **>(struct stlpmtx_std::_List_iterator<class RndDrawable *, struct stlpmtx_std::_Nonconst_traits<class RndDrawable *>>, class RndDrawable **, class RndDrawable **, struct stlpmtx_std::__false_type const &)
100	UNDECIDABLE	engine	default/CacheMgr	?AddCacheID@CacheMgr@@QAAXPAVCacheID@@VSymbol@@@Z	99.8000	UNKNOWN	REFUTED	public: void __cdecl stlpmtx_std::vector<class Vector2, class stlpmtx_std::StlNodeAlloc<class Vector2>>::push_back(class Vector2 const &)	public: void __cdecl stlpmtx_std::vector<struct CacheMgr::CacheIDStoreEntry, class stlpmtx_std::StlNodeAlloc<struct CacheMgr::CacheIDStoreEntry>>::push_back(struct CacheMgr::CacheIDStoreEntry const &)
100	BC_DIFFERENT_UNRESOLVED	engine	default/Cheats	?insert@?$list@UCheatLog@@V?$StlNodeAlloc@UCheatLog@@@stlpmtx_std@@@stlpmtx_std@@QAA?AU?$_List_iterator@UCheatLog@@U?$_Nonconst_traits@UCheatLog@@@stlpmtx_std@@@2@U32@ABUCheatLog@@@Z	99.8000	DIFFERENT	REFUTED	protected: struct stlpmtx_std::_List_node_base * __cdecl stlpmtx_std::list<struct FlowTrigger::PropTriggerDefn, class stlpmtx_std::StlNodeAlloc<struct FlowTrigger::PropTriggerDefn>>::_M_create_node(struct FlowTrigger::PropTriggerDefn const &)	protected: struct stlpmtx_std::_List_node_base * __cdecl stlpmtx_std::list<struct CheatLog, class stlpmtx_std::StlNodeAlloc<struct CheatLog>>::_M_create_node(struct CheatLog const &)
96	UNDECIDABLE	engine	default/CharClip	??$__destroy_range_aux@V?$reverse_iterator@PAV?$map@HMU?$less@H@stlpmtx_std@@V?$StlNodeAlloc@U?$pair@$$CBHM@stlpmtx_std@@@2@@stlpmtx_std@@@stlpmtx_std@@@stlpmtx_std@@YAXV?$reverse_iterator@PAV?$map@HMU?$less@H@stlpmtx_std@@V?$StlNodeAlloc@U?$pair@$$CBHM@stlpmtx_std@@@2@@stlpmtx_std@@@0@0ABU__false_type@0@@Z	99.7917	UNKNOWN	REFUTED	public: void __cdecl stlpmtx_std::_Rb_tree<class Symbol, struct stlpmtx_std::less<class Symbol>, struct stlpmtx_std::pair<class Symbol const, class CharLipSync *>, struct stlpmtx_std::_Select1st<struct stlpmtx_std::pair<class Symbol const, class CharLipSync *>>, struct stlpmtx_std::priv::_MapTraitsT<struct stlpmtx_std::pair<class Symbol const, class CharLipSync *>>, class stlpmtx_std::StlNodeAlloc<struct stlpmtx_std::pair<class Symbol const, class CharLipSync *>>>::clear(void)	public: void __cdecl stlpmtx_std::_Rb_tree<int, struct stlpmtx_std::less<int>, struct stlpmtx_std::pair<int const, float>, struct stlpmtx_std::_Select1st<struct stlpmtx_std::pair<int const, float>>, struct stlpmtx_std::priv::_MapTraitsT<struct stlpmtx_std::pair<int const, float>>, class stlpmtx_std::StlNodeAlloc<struct stlpmtx_std::pair<int const, float>>>::clear(void)
96	BC_DIFFERENT_UNRESOLVED	game	default/band3/bandtrack/Gem	??4?$ObjVector@VMatSwap@OutfitConfig@@@@QAAXABV0@@Z	99.7917	DIFFERENT	REFUTED	public: void __cdecl ObjVector<class TransformArea>::resize(unsigned int)	public: void __cdecl ObjVector<class OutfitConfig::MatSwap>::resize(unsigned int)
96	BC_DIFFERENT_UNRESOLVED	game	default/VocalTrack	??0?$_Deque_base@PAVTambourineGem@@V?$StlNodeAlloc@PAVTambourineGem@@@stlpmtx_std@@@stlpmtx_std@@QAA@ABV?$StlNodeAlloc@PAVTambourineGem@@@1@I@Z	99.7917	DIFFERENT	REFUTED	protected: void __cdecl stlpmtx_std::_Deque_base<struct stlpmtx_std::pair<enum LightPreset::KeyframeCmd, float>, class stlpmtx_std::StlNodeAlloc<struct stlpmtx_std::pair<enum LightPreset::KeyframeCmd, float>>>::_M_initialize_map(unsigned int)	protected: void __cdecl stlpmtx_std::_Deque_base<class TambourineGem *, class stlpmtx_std::StlNodeAlloc<class TambourineGem *>>::_M_initialize_map(unsigned int)
96	BC_DIFFERENT_UNRESOLVED	game	default/VocalTrack	??0?$_Deque_base@U?$pair@PAVRndMesh@@M@stlpmtx_std@@V?$StlNodeAlloc@U?$pair@PAVRndMesh@@M@stlpmtx_std@@@2@@stlpmtx_std@@QAA@ABV?$StlNodeAlloc@U?$pair@PAVRndMesh@@M@stlpmtx_std@@@1@I@Z	99.7917	DIFFERENT	REFUTED	protected: void __cdecl stlpmtx_std::_Deque_base<class VocalTrack::LyricShift, class stlpmtx_std::StlNodeAlloc<class VocalTrack::LyricShift>>::_M_initialize_map(unsigned int)	protected: void __cdecl stlpmtx_std::_Deque_base<struct stlpmtx_std::pair<class RndMesh *, float>, class stlpmtx_std::StlNodeAlloc<struct stlpmtx_std::pair<class RndMesh *, float>>>::_M_initialize_map(unsigned int)
96	BC_DIFFERENT_UNRESOLVED	game	default/band3/meta_band/AccomplishmentManager	?AddGoalProgressionInfo@AccomplishmentManager@@QAAXVSymbol@@PBD0H@Z	99.7917	DIFFERENT	REFUTED	public: void __cdecl stlpmtx_std::vector<class PracticeStep, class stlpmtx_std::StlNodeAlloc<class PracticeStep>>::push_back(class PracticeStep const &)	public: void __cdecl stlpmtx_std::vector<struct GoalProgressionInfo, class stlpmtx_std::StlNodeAlloc<struct GoalProgressionInfo>>::push_back(struct GoalProgressionInfo const &)
96	A_FOLD_CONSISTENT	game	default/SongSortMgr	?clear@?$hashtable@U?$pair@$$CBHU?$pair@H_N@stlpmtx_std@@@stlpmtx_std@@HU?$hash@H@2@U?$_HashMapTraitsT@U?$pair@$$CBHU?$pair@H_N@stlpmtx_std@@@stlpmtx_std@@@priv@2@U?$_Select1st@U?$pair@$$CBHU?$pair@H_N@stlpmtx_std@@@stlpmtx_std@@@2@U?$equal_to@H@2@V?$StlNodeAlloc@U?$pair@$$CBHU?$pair@H_N@stlpmtx_std@@@stlpmtx_std@@@2@@stlpmtx_std@@QAAXXZ	99.7917	SAME	REFUTED	public: void __cdecl stlpmtx_std::vector<int, class stlpmtx_std::StlNodeAlloc<int>>::_M_fill_assign(unsigned int, int const &)	public: void __cdecl stlpmtx_std::vector<struct stlpmtx_std::priv::_Slist_node_base *, class stlpmtx_std::StlNodeAlloc<struct stlpmtx_std::priv::_Slist_node_base *>>::_M_fill_assign(unsigned int, struct stlpmtx_std::priv::_Slist_node_base *const &)
96	A_FOLD_CONSISTENT	game	default/band3/meta_band/LicenseMgr	??1LicenseMgr@@UAA@XZ	99.7917	SAME	REFUTED	public: __cdecl stlpmtx_std::hashtable<struct stlpmtx_std::pair<class Symbol const, class stlpmtx_std::vector<class LightPreset *, class stlpmtx_std::StlNodeAlloc<class LightPreset *>>>, class Symbol, struct LightPresetManager::SymbolHash, struct stlpmtx_std::priv::_HashMapTraitsT<struct stlpmtx_std::pair<class Symbol const, class stlpmtx_std::vector<class LightPreset *, class stlpmtx_std::StlNodeAlloc<class LightPreset *>>>>, struct stlpmtx_std::_Select1st<struct stlpmtx_std::pair<class Symbol const, class stlpmtx_std::vector<class LightPreset *, class stlpmtx_std::StlNodeAlloc<class LightPreset *>>>>, struct stlpmtx_std::equal_to<class Symbol>, class stlpmtx_std::StlNodeAlloc<struct stlpmtx_std::pair<class Symbol const, class stlpmtx_std::vector<class LightPreset *, class stlpmtx_std::StlNodeAlloc<class LightPreset *>>>>>::~hashtable<struct stlpmtx_std::pair<class Symbol const, class stlpmtx_std::vector<class LightPreset *, class stlpmtx_std::StlNodeAlloc<class LightPreset *>>>, class Symbol, struct LightPresetManager::SymbolHash, struct stlpmtx_std::priv::_HashMapTraitsT<struct stlpmtx_std::pair<class Symbol const, class stlpmtx_std::vector<class LightPreset *, class stlpmtx_std::StlNodeAlloc<class LightPreset *>>>>, struct stlpmtx_std::_Select1st<struct stlpmtx_std::pair<class Symbol const, class stlpmtx_std::vector<class LightPreset *, class stlpmtx_std::StlNodeAlloc<class LightPreset *>>>>, struct stlpmtx_std::equal_to<class Symbol>, class stlpmtx_std::StlNodeAlloc<struct stlpmtx_std::pair<class Symbol const, class stlpmtx_std::vector<class LightPreset *, class stlpmtx_std::StlNodeAlloc<class LightPreset *>>>>>(void)	public: __cdecl stlpmtx_std::hashtable<struct stlpmtx_std::pair<class Symbol const, class stlpmtx_std::vector<class Symbol, class stlpmtx_std::StlNodeAlloc<class Symbol>>>, class Symbol, struct stlpmtx_std::hash<class Symbol>, struct stlpmtx_std::priv::_HashMapTraitsT<struct stlpmtx_std::pair<class Symbol const, class stlpmtx_std::vector<class Symbol, class stlpmtx_std::StlNodeAlloc<class Symbol>>>>, struct stlpmtx_std::_Select1st<struct stlpmtx_std::pair<class Symbol const, class stlpmtx_std::vector<class Symbol, class stlpmtx_std::StlNodeAlloc<class Symbol>>>>, struct stlpmtx_std::equal_to<class Symbol>, class stlpmtx_std::StlNodeAlloc<struct stlpmtx_std::pair<class Symbol const, class stlpmtx_std::vector<class Symbol, class stlpmtx_std::StlNodeAlloc<class Symbol>>>>>::~hashtable<struct stlpmtx_std::pair<class Symbol const, class stlpmtx_std::vector<class Symbol, class stlpmtx_std::StlNodeAlloc<class Symbol>>>, class Symbol, struct stlpmtx_std::hash<class Symbol>, struct stlpmtx_std::priv::_HashMapTraitsT<struct stlpmtx_std::pair<class Symbol const, class stlpmtx_std::vector<class Symbol, class stlpmtx_std::StlNodeAlloc<class Symbol>>>>, struct stlpmtx_std::_Select1st<struct stlpmtx_std::pair<class Symbol const, class stlpmtx_std::vector<class Symbol, class stlpmtx_std::StlNodeAlloc<class Symbol>>>>, struct stlpmtx_std::equal_to<class Symbol>, class stlpmtx_std::StlNodeAlloc<struct stlpmtx_std::pair<class Symbol const, class stlpmtx_std::vector<class Symbol, class stlpmtx_std::StlNodeAlloc<class Symbol>>>>>(void)
96	A_FOLD_CONSISTENT	engine	default/MidiSynth	??5@YAAAVBinStream@@AAV0@AAUMatOverride@WorldDir@@@Z	99.7917	SAME	REFUTED	public: bool __cdecl ObjRefConcrete<class LightHue, class ObjectDir>::Load(class BinStream &, bool, class ObjectDir *)	public: bool __cdecl ObjRefConcrete<class RndMat, class ObjectDir>::Load(class BinStream &, bool, class ObjectDir *)
96	BC_DIFFERENT_UNRESOLVED	engine	default/MeshAnim	??4?$ObjVector@VConstraint@BandIKEffector@@@@QAAXABV0@@Z	99.7500	DIFFERENT	REFUTED	public: class stlpmtx_std::vector<class ObjOwnerPtr<class Waypoint>, class stlpmtx_std::StlNodeAlloc<class ObjOwnerPtr<class Waypoint>>> & __cdecl stlpmtx_std::vector<class ObjOwnerPtr<class Waypoint>, class stlpmtx_std::StlNodeAlloc<class ObjOwnerPtr<class Waypoint>>>::operator=(class stlpmtx_std::vector<class ObjOwnerPtr<class Waypoint>, class stlpmtx_std::StlNodeAlloc<class ObjOwnerPtr<class Waypoint>>> const &)	public: class stlpmtx_std::vector<class BandIKEffector::Constraint, class stlpmtx_std::StlNodeAlloc<class BandIKEffector::Constraint>> & __cdecl stlpmtx_std::vector<class BandIKEffector::Constraint, class stlpmtx_std::StlNodeAlloc<class BandIKEffector::Constraint>>::operator=(class stlpmtx_std::vector<class BandIKEffector::Constraint, class stlpmtx_std::StlNodeAlloc<class BandIKEffector::Constraint>> const &)
96	BC_DIFFERENT_UNRESOLVED	engine	default/ChordShapeGenerator	??1CrossSec@ChordShapeGenerator@@QAA@XZ	99.7917	DIFFERENT	REFUTED	public: void __cdecl stlpmtx_std::_Rb_tree<class Symbol, struct stlpmtx_std::less<class Symbol>, struct stlpmtx_std::pair<class Symbol const, class CharLipSync *>, struct stlpmtx_std::_Select1st<struct stlpmtx_std::pair<class Symbol const, class CharLipSync *>>, struct stlpmtx_std::priv::_MapTraitsT<struct stlpmtx_std::pair<class Symbol const, class CharLipSync *>>, class stlpmtx_std::StlNodeAlloc<struct stlpmtx_std::pair<class Symbol const, class CharLipSync *>>>::clear(void)	public: void __cdecl stlpmtx_std::_Rb_tree<unsigned short, struct stlpmtx_std::less<unsigned short>, unsigned short, struct stlpmtx_std::_Identity<unsigned short>, struct stlpmtx_std::priv::_SetTraitsT<unsigned short>, class stlpmtx_std::StlNodeAlloc<unsigned short>>::clear(void)
96	C_PROVEN_CALLEE	engine	default/CharLipSync	?erase@?$list@VPlane@@V?$StlNodeAlloc@VPlane@@@stlpmtx_std@@@stlpmtx_std@@QAA?AU?$_List_iterator@VPlane@@U?$_Nonconst_traits@VPlane@@@stlpmtx_std@@@2@U32@0@Z	99.7917	DIFFERENT	CORROBORATED	public: struct stlpmtx_std::_List_iterator<class String, struct stlpmtx_std::_Nonconst_traits<class String>> __cdecl stlpmtx_std::list<class String, class stlpmtx_std::StlNodeAlloc<class String>>::erase(struct stlpmtx_std::_List_iterator<class String, struct stlpmtx_std::_Nonconst_traits<class String>>)	public: struct stlpmtx_std::_List_iterator<class Plane, struct stlpmtx_std::_Nonconst_traits<class Plane>> __cdecl stlpmtx_std::list<class Plane, class stlpmtx_std::StlNodeAlloc<class Plane>>::erase(struct stlpmtx_std::_List_iterator<class Plane, struct stlpmtx_std::_Nonconst_traits<class Plane>>)
96	A_FOLD_CONSISTENT	engine	default/Sfx	??1Sfx@@UAA@XZ	99.7917	SAME	REFUTED	public: virtual __cdecl ObjPtrList<class MoggClipMap, class ObjectDir>::~ObjPtrList<class MoggClipMap, class ObjectDir>(void)	public: virtual __cdecl ObjPtrList<class SfxInst, class ObjectDir>::~ObjPtrList<class SfxInst, class ObjectDir>(void)
96	BC_DIFFERENT_UNRESOLVED	engine	default/Sfx	??4?$ObjVector@VMoggClipMap@@@@QAAXABV0@@Z	99.7917	DIFFERENT	REFUTED	public: class stlpmtx_std::vector<class SfxMap, class stlpmtx_std::StlNodeAlloc<class SfxMap>> & __cdecl stlpmtx_std::vector<class SfxMap, class stlpmtx_std::StlNodeAlloc<class SfxMap>>::operator=(class stlpmtx_std::vector<class SfxMap, class stlpmtx_std::StlNodeAlloc<class SfxMap>> const &)	public: class stlpmtx_std::vector<class MoggClipMap, class stlpmtx_std::StlNodeAlloc<class MoggClipMap>> & __cdecl stlpmtx_std::vector<class MoggClipMap, class stlpmtx_std::StlNodeAlloc<class MoggClipMap>>::operator=(class stlpmtx_std::vector<class MoggClipMap, class stlpmtx_std::StlNodeAlloc<class MoggClipMap>> const &)
