size	class	tier	unit	symbol	fuzzy	fold_test	mapname	target_name	our_name
116	A_FOLD_CONSISTENT	engine	default/SongMgr	?ClearCachedContent@SongMgr@@UAAXXZ	99.8276	SAME	REFUTED	public: void __cdecl stlpmtx_std::hashtable<struct stlpmtx_std::pair<class Symbol const, class stlpmtx_std::vector<class PatchSticker *, class stlpmtx_std::StlNodeAlloc<class PatchSticker *>>>, class Symbol, struct PatchDir::SymbolHash, struct stlpmtx_std::priv::_HashMapTraitsT<struct stlpmtx_std::pair<class Symbol const, class stlpmtx_std::vector<class PatchSticker *, class stlpmtx_std::StlNodeAlloc<class PatchSticker *>>>>, struct stlpmtx_std::_Select1st<struct stlpmtx_std::pair<class Symbol const, class stlpmtx_std::vector<class PatchSticker *, class stlpmtx_std::StlNodeAlloc<class PatchSticker *>>>>, struct stlpmtx_std::equal_to<class Symbol>, class stlpmtx_std::StlNodeAlloc<struct stlpmtx_std::pair<class Symbol const, class stlpmtx_std::vector<class PatchSticker *, class stlpmtx_std::StlNodeAlloc<class PatchSticker *>>>>>::clear(void)	public: void __cdecl stlpmtx_std::hashtable<struct stlpmtx_std::pair<class Symbol const, class stlpmtx_std::vector<int, class stlpmtx_std::StlNodeAlloc<int>>>, class Symbol, struct stlpmtx_std::hash<class Symbol>, struct stlpmtx_std::priv::_HashMapTraitsT<struct stlpmtx_std::pair<class Symbol const, class stlpmtx_std::vector<int, class stlpmtx_std::StlNodeAlloc<int>>>>, struct stlpmtx_std::_Select1st<struct stlpmtx_std::pair<class Symbol const, class stlpmtx_std::vector<int, class stlpmtx_std::StlNodeAlloc<int>>>>, struct stlpmtx_std::equal_to<class Symbol>, class stlpmtx_std::StlNodeAlloc<struct stlpmtx_std::pair<class Symbol const, class stlpmtx_std::vector<int, class stlpmtx_std::StlNodeAlloc<int>>>>>::clear(void)
116	BC_DIFFERENT_UNRESOLVED	game	default/band3/meta_band/StoreMainPanel	?push_back@?$vector@VNewReleaseEntry@StoreMainPanel@@V?$StlNodeAlloc@VNewReleaseEntry@StoreMainPanel@@@stlpmtx_std@@@stlpmtx_std@@QAAXABVNewReleaseEntry@StoreMainPanel@@@Z	99.8276	DIFFERENT	REFUTED	protected: void __cdecl stlpmtx_std::vector<struct CharHair::Point, class stlpmtx_std::StlNodeAlloc<struct CharHair::Point>>::_M_insert_overflow_aux(struct CharHair::Point *, struct CharHair::Point const &, struct stlpmtx_std::__false_type const &, unsigned int, bool)	protected: void __cdecl stlpmtx_std::vector<class StoreMainPanel::NewReleaseEntry, class stlpmtx_std::StlNodeAlloc<class StoreMainPanel::NewReleaseEntry>>::_M_insert_overflow_aux(class StoreMainPanel::NewReleaseEntry *, class StoreMainPanel::NewReleaseEntry const &, struct stlpmtx_std::__false_type const &, unsigned int, bool)
116	A_FOLD_CONSISTENT	game	default/TexLoadPanel	?AddTex@TexLoadPanel@@QAAPAVDynamicTex@@PBD0_N1@Z	99.8276	SAME	REFUTED	public: void __cdecl stlpmtx_std::vector<class ChatReceiver *, class stlpmtx_std::StlNodeAlloc<class ChatReceiver *>>::push_back(class ChatReceiver *const &)	public: void __cdecl stlpmtx_std::vector<class DynamicTex *, class stlpmtx_std::StlNodeAlloc<class DynamicTex *>>::push_back(class DynamicTex *const &)
116	A_FOLD_CONSISTENT	game	default/TexLoadPanel	?Unload@TexLoadPanel@@UAAXXZ	99.8276	SAME	CORROBORATED	void __cdecl DeleteAll<class stlpmtx_std::vector<class NetSavedSetlist *, class stlpmtx_std::StlNodeAlloc<class NetSavedSetlist *>>>(class stlpmtx_std::vector<class NetSavedSetlist *, class stlpmtx_std::StlNodeAlloc<class NetSavedSetlist *>> &)	void __cdecl DeleteAll<class stlpmtx_std::vector<class DynamicTex *, class stlpmtx_std::StlNodeAlloc<class DynamicTex *>>>(class stlpmtx_std::vector<class DynamicTex *, class stlpmtx_std::StlNodeAlloc<class DynamicTex *>> &)
116	A_FOLD_CONSISTENT	engine	default/Anim	??$?0PBQAVRndAnimatable@@@?$list@PAVRndAnimatable@@V?$StlNodeAlloc@PAVRndAnimatable@@@stlpmtx_std@@@stlpmtx_std@@QAA@PBQAVRndAnimatable@@0ABV?$StlNodeAlloc@PAVRndAnimatable@@@1@@Z	99.8276	SAME	REFUTED	public: struct stlpmtx_std::_List_iterator<class CharClip *, struct stlpmtx_std::_Nonconst_traits<class CharClip *>> __cdecl stlpmtx_std::list<class CharClip *, class stlpmtx_std::StlNodeAlloc<class CharClip *>>::insert(struct stlpmtx_std::_List_iterator<class CharClip *, struct stlpmtx_std::_Nonconst_traits<class CharClip *>>, class CharClip *const &)	public: struct stlpmtx_std::_List_iterator<class RndAnimatable *, struct stlpmtx_std::_Nonconst_traits<class RndAnimatable *>> __cdecl stlpmtx_std::list<class RndAnimatable *, class stlpmtx_std::StlNodeAlloc<class RndAnimatable *>>::insert(struct stlpmtx_std::_List_iterator<class RndAnimatable *, struct stlpmtx_std::_Nonconst_traits<class RndAnimatable *>>, class RndAnimatable *const &)
116	UNDECIDABLE	game	default/band3/meta_band/ViewSetting	?SetFilterData@FilterViewSetting@@QAAXABV?$map@VSymbol@@HU?$less@VSymbol@@@stlpmtx_std@@V?$StlNodeAlloc@U?$pair@$$CBVSymbol@@H@stlpmtx_std@@@3@@stlpmtx_std@@@Z	99.8276	UNKNOWN	REFUTED	public: void __cdecl stlpmtx_std::vector<class Vector2, class stlpmtx_std::StlNodeAlloc<class Vector2>>::push_back(class Vector2 const &)	public: void __cdecl stlpmtx_std::vector<struct FilterViewSetting::Filter, class stlpmtx_std::StlNodeAlloc<struct FilterViewSetting::Filter>>::push_back(struct FilterViewSetting::Filter const &)
116	BC_DIFFERENT_UNRESOLVED	engine	default/EventTrigger	??$?0U?$_List_iterator@UAnim@EventTrigger@@U?$_Const_traits@UAnim@EventTrigger@@@stlpmtx_std@@@stlpmtx_std@@@?$list@UAnim@EventTrigger@@V?$StlNodeAlloc@UAnim@EventTrigger@@@stlpmtx_std@@@stlpmtx_std@@QAA@U?$_List_iterator@UAnim@EventTrigger@@U?$_Const_traits@UAnim@EventTrigger@@@stlpmtx_std@@@1@0ABV?$StlNodeAlloc@UAnim@EventTrigger@@@1@@Z	99.8276	DIFFERENT	REFUTED	public: struct stlpmtx_std::_List_iterator<class EventTrigger *, struct stlpmtx_std::_Nonconst_traits<class EventTrigger *>> __cdecl stlpmtx_std::list<class EventTrigger *, class stlpmtx_std::StlNodeAlloc<class EventTrigger *>>::insert(struct stlpmtx_std::_List_iterator<class EventTrigger *, struct stlpmtx_std::_Nonconst_traits<class EventTrigger *>>, class EventTrigger *const &)	public: struct stlpmtx_std::_List_iterator<struct EventTrigger::Anim, struct stlpmtx_std::_Nonconst_traits<struct EventTrigger::Anim>> __cdecl stlpmtx_std::list<struct EventTrigger::Anim, class stlpmtx_std::StlNodeAlloc<struct EventTrigger::Anim>>::insert(struct stlpmtx_std::_List_iterator<struct EventTrigger::Anim, struct stlpmtx_std::_Nonconst_traits<struct EventTrigger::Anim>>, struct EventTrigger::Anim const &)
116	BC_DIFFERENT_UNRESOLVED	engine	default/EventTrigger	??$?0U?$_List_iterator@UProxyCall@EventTrigger@@U?$_Const_traits@UProxyCall@EventTrigger@@@stlpmtx_std@@@stlpmtx_std@@@?$list@UProxyCall@EventTrigger@@V?$StlNodeAlloc@UProxyCall@EventTrigger@@@stlpmtx_std@@@stlpmtx_std@@QAA@U?$_List_iterator@UProxyCall@EventTrigger@@U?$_Const_traits@UProxyCall@EventTrigger@@@stlpmtx_std@@@1@0ABV?$StlNodeAlloc@UProxyCall@EventTrigger@@@1@@Z	99.8276	DIFFERENT	REFUTED	public: struct stlpmtx_std::_List_iterator<class RndDrawable *, struct stlpmtx_std::_Nonconst_traits<class RndDrawable *>> __cdecl stlpmtx_std::list<class RndDrawable *, class stlpmtx_std::StlNodeAlloc<class RndDrawable *>>::insert(struct stlpmtx_std::_List_iterator<class RndDrawable *, struct stlpmtx_std::_Nonconst_traits<class RndDrawable *>>, class RndDrawable *const &)	public: struct stlpmtx_std::_List_iterator<struct EventTrigger::ProxyCall, struct stlpmtx_std::_Nonconst_traits<struct EventTrigger::ProxyCall>> __cdecl stlpmtx_std::list<struct EventTrigger::ProxyCall, class stlpmtx_std::StlNodeAlloc<struct EventTrigger::ProxyCall>>::insert(struct stlpmtx_std::_List_iterator<struct EventTrigger::ProxyCall, struct stlpmtx_std::_Nonconst_traits<struct EventTrigger::ProxyCall>>, struct EventTrigger::ProxyCall const &)
116	A_FOLD_CONSISTENT	engine	default/system/bandobj/BandHeadShaper	?AddChildBones@BandHeadShaper@@QAAXPAVRndTransformable@@@Z	99.8276	SAME	REFUTED	public: void __cdecl stlpmtx_std::vector<class ChatReceiver *, class stlpmtx_std::StlNodeAlloc<class ChatReceiver *>>::push_back(class ChatReceiver *const &)	public: void __cdecl stlpmtx_std::vector<class RndTransformable *, class stlpmtx_std::StlNodeAlloc<class RndTransformable *>>::push_back(class RndTransformable *const &)
116	BC_DIFFERENT_UNRESOLVED	engine	default/HamMove	?_M_clear@?$vector@ULocalizedName@HamMove@@V?$StlNodeAlloc@ULocalizedName@HamMove@@@stlpmtx_std@@@stlpmtx_std@@IAAXXZ	99.8276	DIFFERENT	REFUTED	void __cdecl stlpmtx_std::__destroy_range_aux<class stlpmtx_std::reverse_iterator<class SampleZone *>>(class stlpmtx_std::reverse_iterator<class SampleZone *>, class stlpmtx_std::reverse_iterator<class SampleZone *>, struct stlpmtx_std::__false_type const &)	void __cdecl stlpmtx_std::__destroy_range_aux<class stlpmtx_std::reverse_iterator<struct HamMove::LocalizedName *>>(class stlpmtx_std::reverse_iterator<struct HamMove::LocalizedName *>, class stlpmtx_std::reverse_iterator<struct HamMove::LocalizedName *>, struct stlpmtx_std::__false_type const &)
116	BC_DIFFERENT_UNRESOLVED	engine	default/CharBones	?Print@CharBones@@UAAXXZ	99.8276	DIFFERENT	REFUTED	char const * __cdecl MakeString<int, float, int>(char const *, int, float, int)	char const * __cdecl MakeString<class Symbol, float, char const *>(char const *, class Symbol, float, char const *)
116	BC_DIFFERENT_UNRESOLVED	engine	default/MidiParserMgr	?_M_clear@?$vector@UVocalEvent@MidiParser@@V?$StlNodeAlloc@UVocalEvent@MidiParser@@@stlpmtx_std@@@stlpmtx_std@@IAAXXZ	99.8276	DIFFERENT	REFUTED	void __cdecl stlpmtx_std::__destroy_range_aux<class stlpmtx_std::reverse_iterator<class Key<class stlpmtx_std::vector<class Vector3, class stlpmtx_std::StlNodeAlloc<class Vector3>>> *>>(class stlpmtx_std::reverse_iterator<class Key<class stlpmtx_std::vector<class Vector3, class stlpmtx_std::StlNodeAlloc<class Vector3>>> *>, class stlpmtx_std::reverse_iterator<class Key<class stlpmtx_std::vector<class Vector3, class stlpmtx_std::StlNodeAlloc<class Vector3>>> *>, struct stlpmtx_std::__false_type const &)	void __cdecl stlpmtx_std::__destroy_range_aux<class stlpmtx_std::reverse_iterator<struct MidiParser::VocalEvent *>>(class stlpmtx_std::reverse_iterator<struct MidiParser::VocalEvent *>, class stlpmtx_std::reverse_iterator<struct MidiParser::VocalEvent *>, struct stlpmtx_std::__false_type const &)
116	C_PROVEN_CALLEE	engine	default/HamCamTransform	?_M_clear_after_move@?$vector@VTransformArea@@V?$StlNodeAlloc@VTransformArea@@@stlpmtx_std@@@stlpmtx_std@@IAAXXZ	99.8276	DIFFERENT	CORROBORATED	void __cdecl stlpmtx_std::__destroy_range_aux<class stlpmtx_std::reverse_iterator<class OutfitConfig::MatSwap *>>(class stlpmtx_std::reverse_iterator<class OutfitConfig::MatSwap *>, class stlpmtx_std::reverse_iterator<class OutfitConfig::MatSwap *>, struct stlpmtx_std::__false_type const &)	void __cdecl stlpmtx_std::__destroy_range_aux<class stlpmtx_std::reverse_iterator<class TransformArea *>>(class stlpmtx_std::reverse_iterator<class TransformArea *>, class stlpmtx_std::reverse_iterator<class TransformArea *>, struct stlpmtx_std::__false_type const &)
116	C_PROVEN_CALLEE	engine	default/PracticeSection	?push_back@?$vector@VPracticeStep@@V?$StlNodeAlloc@VPracticeStep@@@stlpmtx_std@@@stlpmtx_std@@QAAXABVPracticeStep@@@Z	99.7931	DIFFERENT	CORROBORATED	void __cdecl stlpmtx_std::_Copy_Construct<struct GoalProgressionInfo>(struct GoalProgressionInfo *, struct GoalProgressionInfo const &)	void __cdecl stlpmtx_std::_Copy_Construct<class PracticeStep>(class PracticeStep *, class PracticeStep const &)
116	C_PROVEN_CALLEE	engine	default/RhythmBattle	?push_back@?$vector@VArchiveSkeleton@@V?$StlNodeAlloc@VArchiveSkeleton@@@stlpmtx_std@@@stlpmtx_std@@QAAXABVArchiveSkeleton@@@Z	99.7931	DIFFERENT	CORROBORATED	void __cdecl stlpmtx_std::_Copy_Construct<class StandIn>(class StandIn *, class StandIn const &)	void __cdecl stlpmtx_std::_Copy_Construct<class ArchiveSkeleton>(class ArchiveSkeleton *, class ArchiveSkeleton const &)
116	BC_DIFFERENT_UNRESOLVED	engine	default/system/obj/Dir	?push_back@?$vector@V?$ObjDirPtr@VObjectDir@@@@V?$StlNodeAlloc@V?$ObjDirPtr@VObjectDir@@@@@stlpmtx_std@@@stlpmtx_std@@QAAXABV?$ObjDirPtr@VObjectDir@@@@@Z	99.8276	DIFFERENT	REFUTED	protected: void __cdecl stlpmtx_std::vector<class DataArrayPtr, class stlpmtx_std::StlNodeAlloc<class DataArrayPtr>>::_M_insert_overflow_aux(class DataArrayPtr *, class DataArrayPtr const &, struct stlpmtx_std::__false_type const &, unsigned int, bool)	protected: void __cdecl stlpmtx_std::vector<class ObjDirPtr<class ObjectDir>, class stlpmtx_std::StlNodeAlloc<class ObjDirPtr<class ObjectDir>>>::_M_insert_overflow_aux(class ObjDirPtr<class ObjectDir> *, class ObjDirPtr<class ObjectDir> const &, struct stlpmtx_std::__false_type const &, unsigned int, bool)
116	C_PROVEN_CALLEE	engine	default/MeshAnim	??$?0U?$_List_iterator@PAVVoice@@U?$_Const_traits@PAVVoice@@@stlpmtx_std@@@stlpmtx_std@@@?$list@PAVVoice@@V?$StlNodeAlloc@PAVVoice@@@stlpmtx_std@@@stlpmtx_std@@QAA@U?$_List_iterator@PAVVoice@@U?$_Const_traits@PAVVoice@@@stlpmtx_std@@@1@0ABV?$StlNodeAlloc@PAVVoice@@@1@@Z	99.8276	DIFFERENT	CORROBORATED	public: struct stlpmtx_std::_List_iterator<struct RndMultiMesh::Instance, struct stlpmtx_std::_Nonconst_traits<struct RndMultiMesh::Instance>> __cdecl stlpmtx_std::list<struct RndMultiMesh::Instance, class stlpmtx_std::TransformListAlloc<struct RndMultiMesh::Instance>>::insert(struct stlpmtx_std::_List_iterator<struct RndMultiMesh::Instance, struct stlpmtx_std::_Nonconst_traits<struct RndMultiMesh::Instance>>, struct RndMultiMesh::Instance const &)	public: struct stlpmtx_std::_List_iterator<class Voice *, struct stlpmtx_std::_Nonconst_traits<class Voice *>> __cdecl stlpmtx_std::list<class Voice *, class stlpmtx_std::StlNodeAlloc<class Voice *>>::insert(struct stlpmtx_std::_List_iterator<class Voice *, struct stlpmtx_std::_Nonconst_traits<class Voice *>>, class Voice *const &)
116	UNDECIDABLE	engine	default/PropAnim	??$?5V?$Key@VSymbol@@@@V?$StlNodeAlloc@V?$Key@VSymbol@@@@@stlpmtx_std@@@@YAAAVBinStreamRev@@AAV0@AAV?$vector@V?$Key@VSymbol@@@@V?$StlNodeAlloc@V?$Key@VSymbol@@@@@stlpmtx_std@@@stlpmtx_std@@@Z	99.8276	UNKNOWN	REFUTED	public: void __cdecl stlpmtx_std::vector<class Stats::StreakInfo, class stlpmtx_std::StlNodeAlloc<class Stats::StreakInfo>>::resize(unsigned int, class Stats::StreakInfo const &)	public: void __cdecl stlpmtx_std::vector<class Key<class Symbol>, class stlpmtx_std::StlNodeAlloc<class Key<class Symbol>>>::resize(unsigned int, class Key<class Symbol> const &)
116	A_FOLD_CONSISTENT	engine	default/Pollable	?StartPolling@SynthPollable@@QAAXXZ	99.8276	SAME	REFUTED	public: struct stlpmtx_std::_List_iterator<class CharClip *, struct stlpmtx_std::_Nonconst_traits<class CharClip *>> __cdecl stlpmtx_std::list<class CharClip *, class stlpmtx_std::StlNodeAlloc<class CharClip *>>::insert(struct stlpmtx_std::_List_iterator<class CharClip *, struct stlpmtx_std::_Nonconst_traits<class CharClip *>>, class CharClip *const &)	public: struct stlpmtx_std::_List_iterator<class SynthPollable *, struct stlpmtx_std::_Nonconst_traits<class SynthPollable *>> __cdecl stlpmtx_std::list<class SynthPollable *, class stlpmtx_std::StlNodeAlloc<class SynthPollable *>>::insert(struct stlpmtx_std::_List_iterator<class SynthPollable *, struct stlpmtx_std::_Nonconst_traits<class SynthPollable *>>, class SynthPollable *const &)
116	C_PROVEN_CALLEE	engine	default/Song	??0?$list@PAVMidiParser@@V?$StlNodeAlloc@PAVMidiParser@@@stlpmtx_std@@@stlpmtx_std@@QAA@ABV01@@Z	97.2414	DIFFERENT	CORROBORATED	public: struct stlpmtx_std::_List_iterator<class SongSectionController::ContentPoolMapping, struct stlpmtx_std::_Nonconst_traits<class SongSectionController::ContentPoolMapping>> __cdecl stlpmtx_std::list<class SongSectionController::ContentPoolMapping, class stlpmtx_std::StlNodeAlloc<class SongSectionController::ContentPoolMapping>>::insert(struct stlpmtx_std::_List_iterator<class SongSectionController::ContentPoolMapping, struct stlpmtx_std::_Nonconst_traits<class SongSectionController::ContentPoolMapping>>, class SongSectionController::ContentPoolMapping const &)	public: struct stlpmtx_std::_List_iterator<class MidiParser *, struct stlpmtx_std::_Nonconst_traits<class MidiParser *>> __cdecl stlpmtx_std::list<class MidiParser *, class stlpmtx_std::StlNodeAlloc<class MidiParser *>>::insert(struct stlpmtx_std::_List_iterator<class MidiParser *, struct stlpmtx_std::_Nonconst_traits<class MidiParser *>>, class MidiParser *const &)
116	A_FOLD_CONSISTENT	engine	default/DefaultPhysicsManager	??0?$list@PAVRndMesh@@V?$StlNodeAlloc@PAVRndMesh@@@stlpmtx_std@@@stlpmtx_std@@QAA@ABV01@@Z	97.2414	SAME	REFUTED	public: struct stlpmtx_std::_List_iterator<class HamCamShot *, struct stlpmtx_std::_Nonconst_traits<class HamCamShot *>> __cdecl stlpmtx_std::list<class HamCamShot *, class stlpmtx_std::StlNodeAlloc<class HamCamShot *>>::insert(struct stlpmtx_std::_List_iterator<class HamCamShot *, struct stlpmtx_std::_Nonconst_traits<class HamCamShot *>>, class HamCamShot *const &)	public: struct stlpmtx_std::_List_iterator<class RndMesh *, struct stlpmtx_std::_Nonconst_traits<class RndMesh *>> __cdecl stlpmtx_std::list<class RndMesh *, class stlpmtx_std::StlNodeAlloc<class RndMesh *>>::insert(struct stlpmtx_std::_List_iterator<class RndMesh *, struct stlpmtx_std::_Nonconst_traits<class RndMesh *>>, class RndMesh *const &)
112	BC_DIFFERENT_UNRESOLVED	game	default/band3/game/Stats	?_M_fill_insert@?$vector@V?$map@HMU?$less@H@stlpmtx_std@@V?$StlNodeAlloc@U?$pair@$$CBHM@stlpmtx_std@@@2@@stlpmtx_std@@V?$StlNodeAlloc@V?$map@HMU?$less@H@stlpmtx_std@@V?$StlNodeAlloc@U?$pair@$$CBHM@stlpmtx_std@@@2@@stlpmtx_std@@@2@@stlpmtx_std@@AAAXPAV?$map@HMU?$less@H@stlpmtx_std@@V?$StlNodeAlloc@U?$pair@$$CBHM@stlpmtx_std@@@2@@2@IABV32@@Z	99.8214	DIFFERENT	REFUTED	protected: void __cdecl stlpmtx_std::vector<class stlpmtx_std::map<class Symbol, class String, struct stlpmtx_std::less<class Symbol>, class stlpmtx_std::StlNodeAlloc<struct stlpmtx_std::pair<class Symbol const, class String>>>, class stlpmtx_std::StlNodeAlloc<class stlpmtx_std::map<class Symbol, class String, struct stlpmtx_std::less<class Symbol>, class stlpmtx_std::StlNodeAlloc<struct stlpmtx_std::pair<class Symbol const, class String>>>>>::_M_insert_overflow_aux(class stlpmtx_std::map<class Symbol, class String, struct stlpmtx_std::less<class Symbol>, class stlpmtx_std::StlNodeAlloc<struct stlpmtx_std::pair<class Symbol const, class String>>> *, class stlpmtx_std::map<class Symbol, class String, struct stlpmtx_std::less<class Symbol>, class stlpmtx_std::StlNodeAlloc<struct stlpmtx_std::pair<class Symbol const, class String>>> const &, struct stlpmtx_std::__true_type const &, unsigned int, bool)	protected: void __cdecl stlpmtx_std::vector<class stlpmtx_std::map<int, float, struct stlpmtx_std::less<int>, class stlpmtx_std::StlNodeAlloc<struct stlpmtx_std::pair<int const, float>>>, class stlpmtx_std::StlNodeAlloc<class stlpmtx_std::map<int, float, struct stlpmtx_std::less<int>, class stlpmtx_std::StlNodeAlloc<struct stlpmtx_std::pair<int const, float>>>>>::_M_insert_overflow_aux(class stlpmtx_std::map<int, float, struct stlpmtx_std::less<int>, class stlpmtx_std::StlNodeAlloc<struct stlpmtx_std::pair<int const, float>>> *, class stlpmtx_std::map<int, float, struct stlpmtx_std::less<int>, class stlpmtx_std::StlNodeAlloc<struct stlpmtx_std::pair<int const, float>>> const &, struct stlpmtx_std::__true_type const &, unsigned int, bool)
112	BC_DIFFERENT_UNRESOLVED	engine	default/SongLayout	?push_back@?$vector@VSymbol@@V?$StlNodeAlloc@VSymbol@@@stlpmtx_std@@@stlpmtx_std@@QAAXABVSymbol@@@Z	99.8214	DIFFERENT	REFUTED	protected: void __cdecl stlpmtx_std::vector<class SpotlightDrawer::SpotlightEntry, class stlpmtx_std::StlNodeAlloc<class SpotlightDrawer::SpotlightEntry>>::_M_insert_overflow_aux(class SpotlightDrawer::SpotlightEntry *, class SpotlightDrawer::SpotlightEntry const &, struct stlpmtx_std::__false_type const &, unsigned int, bool)	protected: void __cdecl stlpmtx_std::vector<class Symbol, class stlpmtx_std::StlNodeAlloc<class Symbol>>::_M_insert_overflow_aux(class Symbol *, class Symbol const &, struct stlpmtx_std::__false_type const &, unsigned int, bool)
112	A_FOLD_CONSISTENT	game	default/band3/game/Tracker	?Configure@Tracker@@QAAXABVTrackerDesc@@@Z	99.8214	SAME	CORROBORATED	public: class stlpmtx_std::vector<int, class stlpmtx_std::StlNodeAlloc<int>> & __cdecl stlpmtx_std::vector<int, class stlpmtx_std::StlNodeAlloc<int>>::operator=(class stlpmtx_std::vector<int, class stlpmtx_std::StlNodeAlloc<int>> const &)	public: class stlpmtx_std::vector<float, class stlpmtx_std::StlNodeAlloc<float>> & __cdecl stlpmtx_std::vector<float, class stlpmtx_std::StlNodeAlloc<float>>::operator=(class stlpmtx_std::vector<float, class stlpmtx_std::StlNodeAlloc<float>> const &)
112	BC_DIFFERENT_UNRESOLVED	engine	default/TexBlender	??$sort@PAU?$pair@HM@stlpmtx_std@@UPartPercentageSorter@SingerStats@@@stlpmtx_std@@YAXPAU?$pair@HM@0@0UPartPercentageSorter@SingerStats@@@Z	99.8214	DIFFERENT	REFUTED	void __cdecl stlpmtx_std::__introsort_loop<struct ObjEntry **, struct ObjEntry *, int, struct ObjSort>(struct ObjEntry **, struct ObjEntry **, struct ObjEntry **, int, struct ObjSort)	void __cdecl stlpmtx_std::__introsort_loop<struct stlpmtx_std::pair<int, float> *, struct stlpmtx_std::pair<int, float>, int, struct SingerStats::PartPercentageSorter>(struct stlpmtx_std::pair<int, float> *, struct stlpmtx_std::pair<int, float> *, struct stlpmtx_std::pair<int, float> *, int, struct SingerStats::PartPercentageSorter)
112	BC_DIFFERENT_UNRESOLVED	game	default/SetlistMergePanel	?_M_erase@?$vector@U?$pair@V?$vector@HV?$StlNodeAlloc@H@stlpmtx_std@@@stlpmtx_std@@H@stlpmtx_std@@V?$StlNodeAlloc@U?$pair@V?$vector@HV?$StlNodeAlloc@H@stlpmtx_std@@@stlpmtx_std@@H@stlpmtx_std@@@2@@stlpmtx_std@@IAAPAU?$pair@V?$vector@HV?$StlNodeAlloc@H@stlpmtx_std@@@stlpmtx_std@@H@2@PAU32@0ABU__false_type@2@@Z	99.8214	DIFFERENT	REFUTED	void __cdecl stlpmtx_std::__destroy_range<struct DistEntry *, struct DistEntry>(struct DistEntry *, struct DistEntry *, struct DistEntry *)	void __cdecl stlpmtx_std::__destroy_range<struct stlpmtx_std::pair<class stlpmtx_std::vector<int, class stlpmtx_std::StlNodeAlloc<int>>, int> *, struct stlpmtx_std::pair<class stlpmtx_std::vector<int, class stlpmtx_std::StlNodeAlloc<int>>, int>>(struct stlpmtx_std::pair<class stlpmtx_std::vector<int, class stlpmtx_std::StlNodeAlloc<int>>, int> *, struct stlpmtx_std::pair<class stlpmtx_std::vector<int, class stlpmtx_std::StlNodeAlloc<int>>, int> *, struct stlpmtx_std::pair<class stlpmtx_std::vector<int, class stlpmtx_std::StlNodeAlloc<int>>, int> *)
112	A_FOLD_CONSISTENT	game	default/SongSortNode	?Renumber@SortNode@@UAAXAAV?$vector@PAVSortNode@@V?$StlNodeAlloc@PAVSortNode@@@stlpmtx_std@@@stlpmtx_std@@@Z	99.8214	SAME	REFUTED	public: void __cdecl stlpmtx_std::vector<class ChatReceiver *, class stlpmtx_std::StlNodeAlloc<class ChatReceiver *>>::push_back(class ChatReceiver *const &)	public: void __cdecl stlpmtx_std::vector<class SortNode *, class stlpmtx_std::StlNodeAlloc<class SortNode *>>::push_back(class SortNode *const &)
112	A_FOLD_CONSISTENT	game	default/UIEvent	??0NonDestructiveTransitionEvent@@QAA@PAVNetSync@@ABV?$vector@PAVUIScreen@@V?$StlNodeAlloc@PAVUIScreen@@@stlpmtx_std@@@stlpmtx_std@@@Z	99.8214	SAME	CORROBORATED	public: class stlpmtx_std::vector<int, class stlpmtx_std::StlNodeAlloc<int>> & __cdecl stlpmtx_std::vector<int, class stlpmtx_std::StlNodeAlloc<int>>::operator=(class stlpmtx_std::vector<int, class stlpmtx_std::StlNodeAlloc<int>> const &)	public: class stlpmtx_std::vector<class UIScreen *, class stlpmtx_std::StlNodeAlloc<class UIScreen *>> & __cdecl stlpmtx_std::vector<class UIScreen *, class stlpmtx_std::StlNodeAlloc<class UIScreen *>>::operator=(class stlpmtx_std::vector<class UIScreen *, class stlpmtx_std::StlNodeAlloc<class UIScreen *>> const &)
112	BC_DIFFERENT_UNRESOLVED	engine	default/SkeletonClip	?_M_fill_insert@?$vector@URecordedFrame@@V?$StlNodeAlloc@URecordedFrame@@@stlpmtx_std@@@stlpmtx_std@@AAAXPAURecordedFrame@@IABU3@@Z	99.8214	DIFFERENT	REFUTED	protected: void __cdecl stlpmtx_std::vector<class Transform, class stlpmtx_std::StlNodeAlloc<class Transform>>::_M_insert_overflow_aux(class Transform *, class Transform const &, struct stlpmtx_std::__false_type const &, unsigned int, bool)	protected: void __cdecl stlpmtx_std::vector<struct RecordedFrame, class stlpmtx_std::StlNodeAlloc<struct RecordedFrame>>::_M_insert_overflow_aux(struct RecordedFrame *, struct RecordedFrame const &, struct stlpmtx_std::__false_type const &, unsigned int, bool)
